,league,date,home,away,home_goals,away_goals,result,home_odds,draw_odds,away_odds
5697,Serie A,13/09/2015,Sport Recife,Fluminense,1.0,0.0,H,2.12,3.39,3.88
5698,Serie A,16/09/2015,Fluminense,Palmeiras,1.0,4.0,A,2.34,3.35,3.34
5699,Serie A,16/09/2015,Goias,Ponte Preta,1.0,2.0,A,1.86,3.6,4.73
5700,Serie A,16/09/2015,Joinville,Sport Recife,1.0,1.0,D,2.79,3.11,2.92
5701,Serie A,17/09/2015,Atletico-PR,Gremio,1.0,2.0,A,2.8,3.22,2.8
5702,Serie A,17/09/2015,Figueirense,Avai,0.0,1.0,A,2.18,3.26,3.84
5703,Serie A,17/09/2015,Cruzeiro,Vasco,2.0,2.0,D,1.41,4.77,9.34
5704,Serie A,17/09/2015,Internacional,Corinthians,2.0,1.0,H,2.4,3.23,3.33
5705,Serie A,17/09/2015,Santos,Atletico-MG,4.0,0.0,H,2.14,3.6,3.56
5706,Serie A,17/09/2015,Sao Paulo,Chapecoense-SC,0.0,0.0,D,1.48,4.39,8.28
5707,Serie A,18/09/2015,Flamengo RJ,Coritiba,0.0,2.0,A,1.63,3.82,6.6
5708,Serie A,19/09/2015,Internacional,Figueirense,1.0,1.0,D,1.79,3.6,5.28
5709,Serie A,19/09/2015,Palmeiras,Gremio,3.0,2.0,H,1.96,3.53,4.31
5710,Serie A,20/09/2015,Ponte Preta,Fluminense,3.0,1.0,H,2.54,3.31,3.04
5711,Serie A,20/09/2015,Corinthians,Santos,2.0,0.0,H,2.25,3.31,3.59
5712,Serie A,20/09/2015,Goias,Joinville,3.0,0.0,H,1.64,3.84,6.49
5713,Serie A,20/09/2015,Atletico-MG,Flamengo RJ,4.0,1.0,H,1.73,3.97,5.15
5714,Serie A,20/09/2015,Avai,Sao Paulo,2.0,1.0,H,2.57,3.25,3.06
5715,Serie A,20/09/2015,Vasco,Sport Recife,2.0,1.0,H,2.17,3.39,3.72
5716,Serie A,20/09/2015,Chapecoense-SC,Cruzeiro,0.0,2.0,A,2.86,3.07,2.87
5717,Serie A,20/09/2015,Coritiba,Atletico-PR,2.0,0.0,H,2.77,3.12,2.92
5718,Serie A,26/09/2015,Fluminense,Goias,2.0,0.0,H,1.92,3.49,4.62
5719,Serie A,27/09/2015,Gremio,Avai,3.0,1.0,H,1.49,4.24,8.38
5720,Serie A,27/09/2015,Atletico-PR,Ponte Preta,1.0,2.0,A,1.93,3.48,4.57
5721,Serie A,27/09/2015,Santos,Internacional,3.0,1.0,H,1.75,3.67,5.5
5722,Serie A,27/09/2015,Figueirense,Corinthians,1.0,3.0,A,3.34,3.24,2.4
5723,Serie A,27/09/2015,Flamengo RJ,Vasco,1.0,2.0,A,1.79,3.74,5.01
5724,Serie A,27/09/2015,Joinville,Atletico-MG,2.0,2.0,D,4.95,3.69,1.81
5725,Serie A,27/09/2015,Sao Paulo,Palmeiras,1.0,1.0,D,2.12,3.6,3.64
5726,Serie A,27/09/2015,Cruzeiro,Coritiba,2.0,0.0,H,1.5,4.31,8.06
5727,Serie A,27/09/2015,Sport Recife,Chapecoense-SC,3.0,0.0,H,1.83,3.47,5.27
5728,Serie A,03/10/2015,Coritiba,Atletico-MG,0.0,3.0,A,3.19,3.41,2.39
5729,Serie A,03/10/2015,Internacional,Sport Recife,2.0,1.0,H,1.73,3.88,5.3
5730,Serie A,04/10/2015,Sao Paulo,Atletico-PR,1.0,0.0,H,1.8,3.62,5.14
5731,Serie A,04/10/2015,Avai,Vasco,1.0,1.0,D,1.96,3.41,4.5
5732,Serie A,04/10/2015,Flamengo RJ,Joinville,2.0,0.0,H,1.43,4.63,9.03
5733,Serie A,04/10/2015,Cruzeiro,Gremio,0.0,0.0,D,2.19,3.29,3.78
5734,Serie A,04/10/2015,Goias,Figueirense,2.0,3.0,A,1.62,3.78,7.03
5735,Serie A,04/10/2015,Ponte Preta,Corinthians,2.0,2.0,D,3.39,3.18,2.41
5736,Serie A,04/10/2015,Santos,Fluminense,3.0,1.0,H,1.53,4.23,7.47
5737,Serie A,04/10/2015,Chapecoense-SC,Palmeiras,5.0,1.0,H,2.84,3.15,2.82
5738,Serie A,14/10/2015,Atletico-MG,Internacional,2.0,1.0,H,1.46,4.87,7.47
5739,Serie A,14/10/2015,Sport Recife,Avai,3.0,0.0,H,1.81,3.67,4.99
5740,Serie A,15/10/2015,Figueirense,Flamengo RJ,3.0,0.0,H,3.04,3.32,2.52
5741,Serie A,15/10/2015,Joinville,Coritiba,3.0,1.0,H,2.69,3.09,3.04
5742,Serie A,15/10/2015,Palmeiras,Ponte Preta,0.0,1.0,A,1.61,4.22,6.02
5743,Serie A,15/10/2015,Atletico-PR,Cruzeiro,2.0,2.0,D,2.37,3.3,3.34
5744,Serie A,15/10/2015,Fluminense,Sao Paulo,2.0,0.0,H,2.42,3.36,3.18
5745,Serie A,15/10/2015,Corinthians,Goias,3.0,0.0,H,1.68,3.79,6.0
5746,Serie A,15/10/2015,Vasco,Chapecoense-SC,1.0,1.0,D,2.22,3.29,3.69
5747,Serie A,16/10/2015,Gremio,Santos,1.0,0.0,H,2.02,3.54,4.03
5748,Serie A,17/10/2015,Avai,Palmeiras,1.0,3.0,A,2.63,3.35,2.88
5749,Serie A,18/10/2015,Joinville,Figueirense,1.0,0.0,H,2.44,3.24,3.27
5750,Serie A,18/10/2015,Cruzeiro,Fluminense,2.0,0.0,H,1.71,3.65,5.95
5751,Serie A,18/10/2015,Ponte Preta,Coritiba,3.0,0.0,H,1.86,3.53,4.88
5752,Serie A,18/10/2015,Atletico-PR,Corinthians,1.0,4.0,A,3.04,3.29,2.55
5753,Serie A,18/10/2015,Flamengo RJ,Internacional,0.0,1.0,A,1.9,3.56,4.6
5754,Serie A,18/10/2015,Sao Paulo,Vasco,2.0,2.0,D,1.51,4.29,7.81
5755,Serie A,18/10/2015,Gremio,Chapecoense-SC,2.0,3.0,A,1.54,4.15,7.49
5756,Serie A,18/10/2015,Santos,Goias,3.0,1.0,H,1.56,4.15,6.95
5757,Serie A,18/10/2015,Sport Recife,Atletico-MG,4.0,1.0,H,3.22,3.48,2.34
5758,Serie A,24/10/2015,Fluminense,Atletico-PR,0.0,1.0,A,2.02,3.38,4.26
5759,Serie A,24/10/2015,Figueirense,Santos,0.0,0.0,D,2.81,3.37,2.69
5760,Serie A,24/10/2015,Internacional,Joinville,1.0,0.0,H,1.48,4.56,7.75
5761,Serie A,25/10/2015,Palmeiras,Sport Recife,0.0,2.0,A,1.74,3.88,5.24
5762,Serie A,25/10/2015,Chapecoense-SC,Avai,0.0,0.0,D,2.0,3.31,4.45
5763,Serie A,25/10/2015,Corinthians,Flamengo RJ,1.0,0.0,H,1.69,3.91,5.6
5764,Serie A,25/10/2015,Coritiba,Sao Paulo,1.0,2.0,A,2.62,3.32,2.93
5765,Serie A,25/10/2015,Vasco,Gremio,0.0,0.0,D,2.54,3.3,3.04
5766,Serie A,25/10/2015,Goias,Cruzeiro,0.0,1.0,A,2.47,3.21,3.24
5767,Serie A,25/10/2015,Atletico-MG,Ponte Preta,2.0,1.0,H,1.4,5.2,8.59
5768,Serie A,31/10/2015,Sao Paulo,Sport Recife,3.0,0.0,H,1.48,4.44,8.01
5769,Serie A,31/10/2015,Avai,Cruzeiro,1.0,1.0,D,2.88,3.1,2.81
5770,Serie A,31/10/2015,Ponte Preta,Joinville,1.0,0.0,H,1.56,3.98,7.47
5771,Serie A,31/10/2015,Coritiba,Figueirense,1.0,1.0,D,2.13,3.21,4.09
5772,Serie A,01/11/2015,Atletico-MG,Corinthians,0.0,3.0,A,1.85,3.77,4.52
5773,Serie A,01/11/2015,Chapecoense-SC,Atletico-PR,0.0,0.0,D,1.96,3.3,4.7
5774,Serie A,01/11/2015,Gremio,Flamengo RJ,2.0,0.0,H,1.72,3.72,5.65
5775,Serie A,01/11/2015,Santos,Palmeiras,2.0,1.0,H,1.79,4.0,4.59
5776,Serie A,01/11/2015,Vasco,Fluminense,0.0,1.0,A,2.34,3.37,3.33
5777,Serie A,01/11/2015,Goias,Internacional,2.0,1.0,H,2.2,3.4,3.63
5778,Serie A,07/11/2015,Internacional,Ponte Preta,1.0,0.0,H,1.57,4.03,7.07
5779,Serie A,07/11/2015,Atletico-PR,Avai,2.0,1.0,H,1.93,3.52,4.49
5780,Serie A,07/11/2015,Corinthians,Coritiba,2.0,1.0,H,1.34,5.24,11.38
5781,Serie A,07/11/2015,Fluminense,Chapecoense-SC,2.0,3.0,A,2.06,3.34,4.17
5782,Serie A,08/11/2015,Cruzeiro,Sao Paulo,2.0,1.0,H,2.0,3.45,4.26
5783,Serie A,08/11/2015,Figueirense,Atletico-MG,0.0,1.0,A,3.01,3.36,2.5
5784,Serie A,08/11/2015,Flamengo RJ,Goias,4.0,1.0,H,1.59,4.02,6.79
5785,Serie A,08/11/2015,Palmeiras,Vasco,0.0,2.0,A,1.57,4.35,6.27
5786,Serie A,08/11/2015,Joinville,Santos,0.0,0.0,D,4.38,3.61,1.93
5787,Serie A,08/11/2015,Sport Recife,Gremio,1.0,0.0,H,2.49,3.26,3.16
5788,Serie A,15/11/2015,Cruzeiro,Sport Recife,3.0,0.0,H,1.5,4.53,7.28
5789,Serie A,18/11/2015,Goias,Coritiba,1.0,3.0,A,2.0,3.45,4.27
5790,Serie A,18/11/2015,Atletico-PR,Palmeiras,3.0,3.0,D,2.38,3.47,3.16
5791,Serie A,18/11/2015,Avai,Joinville,2.0,1.0,H,1.98,3.47,4.32
5792,Serie A,18/11/2015,Ponte Preta,Figueirense,0.0,1.0,A,2.04,3.42,4.14
5793,Serie A,19/11/2015,Chapecoense-SC,Internacional,1.0,0.0,H,2.59,3.14,3.12
5794,Serie A,19/11/2015,Gremio,Fluminense,1.0,0.0,H,1.53,4.08,8.0
5795,Serie A,20/11/2015,Santos,Flamengo RJ,0.0,0.0,D,1.7,3.93,5.49
5796,Serie A,20/11/2015,Sao Paulo,Atletico-MG,4.0,2.0,H,2.08,3.79,3.57
5797,Serie A,20/11/2015,Vasco,Corinthians,1.0,1.0,D,2.89,3.21,2.72
5798,Serie A,21/11/2015,Palmeiras,Cruzeiro,1.0,1.0,D,3.3,3.6,2.25
5799,Serie A,22/11/2015,Atletico-MG,Goias,2.0,2.0,D,1.5,4.79,6.75
5800,Serie A,22/11/2015,Corinthians,Sao Paulo,6.0,1.0,H,2.6,3.32,2.95
5801,Serie A,22/11/2015,Figueirense,Chapecoense-SC,0.0,0.0,D,1.85,3.54,4.96
5802,Serie A,22/11/2015,Internacional,Gremio,1.0,0.0,H,2.63,3.25,2.97
5803,Serie A,22/11/2015,Joinville,Vasco,1.0,2.0,A,2.77,3.47,2.66
5804,Serie A,22/11/2015,Flamengo RJ,Ponte Preta,1.0,1.0,D,1.74,3.84,5.29
5805,Serie A,22/11/2015,Coritiba,Santos,1.0,0.0,H,2.74,3.34,2.78
5806,Serie A,22/11/2015,Fluminense,Avai,3.0,1.0,H,2.14,3.24,4.02
5807,Serie A,22/11/2015,Sport Recife,Atletico-PR,0.0,0.0,D,1.79,3.71,5.11
5808,Serie A,28/11/2015,Sao Paulo,Figueirense,3.0,2.0,H,1.56,4.2,6.93
5809,Serie A,28/11/2015,Fluminense,Internacional,1.0,1.0,D,3.46,3.5,2.22
5810,Serie A,28/11/2015,Avai,Ponte Preta,1.0,0.0,H,1.72,3.78,5.56
5811,Serie A,29/11/2015,Cruzeiro,Joinville,3.0,0.0,H,1.31,5.76,11.16
5812,Serie A,29/11/2015,Gremio,Atletico-MG,2.0,1.0,H,2.19,3.48,3.55
5813,Serie A,29/11/2015,Sport Recife,Corinthians,2.0,0.0,H,2.37,3.5,3.15
5814,Serie A,29/11/2015,Chapecoense-SC,Goias,1.0,3.0,A,2.09,3.4,3.95
5815,Serie A,29/11/2015,Palmeiras,Coritiba,0.0,2.0,A,2.9,3.31,2.61
5816,Serie A,29/11/2015,Vasco,Santos,1.0,0.0,H,1.69,3.75,5.98
5817,Serie A,29/11/2015,Atletico-PR,Flamengo RJ,3.0,0.0,H,2.54,3.48,2.91
5818,Serie A,06/12/2015,Atletico-MG,Chapecoense-SC,3.0,0.0,H,1.31,5.67,12.06
5819,Serie A,06/12/2015,Corinthians,Avai,1.0,1.0,D,1.65,4.4,5.17
5820,Serie A,06/12/2015,Coritiba,Vasco,0.0,0.0,D,2.39,3.37,3.23
5821,Serie A,06/12/2015,Figueirense,Fluminense,1.0,0.0,H,1.35,5.01,11.67
5822,Serie A,06/12/2015,Flamengo RJ,Palmeiras,1.0,2.0,A,1.56,4.31,6.6
5823,Serie A,06/12/2015,Goias,Sao Paulo,0.0,1.0,A,2.73,3.37,2.76
5824,Serie A,06/12/2015,Internacional,Cruzeiro,2.0,0.0,H,1.85,3.63,4.68
5825,Serie A,06/12/2015,Joinville,Gremio,0.0,2.0,A,4.76,3.73,1.83
5826,Serie A,06/12/2015,Ponte Preta,Sport Recife,0.0,1.0,A,2.57,3.49,2.87
5827,Serie A,06/12/2015,Santos,Atletico-PR,5.0,1.0,H,1.7,4.09,5.2
5828,Serie A,14/05/2016,Flamengo RJ,Sport Recife,1.0,0.0,H,1.6,4.15,6.33
5829,Serie A,14/05/2016,Palmeiras,Atletico-PR,4.0,0.0,H,1.81,3.72,4.94
5830,Serie A,14/05/2016,Atletico-MG,Santos,1.0,0.0,H,3.17,3.25,2.49
5831,Serie A,15/05/2016,Coritiba,Cruzeiro,1.0,0.0,H,2.68,3.25,2.91
5832,Serie A,15/05/2016,Botafogo RJ,Sao Paulo,0.0,1.0,A,1.95,3.46,4.45
5833,Serie A,15/05/2016,Santa Cruz,Vitoria,4.0,1.0,H,1.83,3.62,4.9
5834,Serie A,15/05/2016,America MG,Fluminense,0.0,1.0,A,2.63,3.33,2.91
5835,Serie A,15/05/2016,Corinthians,Gremio,0.0,0.0,D,1.85,3.44,5.2
5836,Serie A,15/05/2016,Figueirense,Ponte Preta,0.0,0.0,D,2.33,3.19,3.53
5837,Serie A,15/05/2016,Internacional,Chapecoense-SC,0.0,0.0,D,1.67,3.7,6.41
5838,Serie A,21/05/2016,Ponte Preta,Palmeiras,2.0,1.0,H,2.64,3.25,2.95
5839,Serie A,21/05/2016,Fluminense,Santa Cruz,2.0,2.0,D,1.63,3.9,5.2
5840,Serie A,22/05/2016,Cruzeiro,Figueirense,2.0,2.0,D,1.41,4.48,10.69
5841,Serie A,22/05/2016,Atletico-PR,Atletico-MG,1.0,1.0,D,2.27,3.45,3.4
5842,Serie A,22/05/2016,Santos,Coritiba,2.0,1.0,H,1.57,4.03,7.06
5843,Serie A,22/05/2016,Chapecoense-SC,America MG,3.0,1.0,H,1.66,3.78,6.31
5844,Serie A,22/05/2016,Gremio,Flamengo RJ,1.0,0.0,H,2.17,3.39,3.71
5845,Serie A,22/05/2016,Sao Paulo,Internacional,1.0,2.0,A,2.0,3.39,4.34
5846,Serie A,22/05/2016,Vitoria,Corinthians,3.0,2.0,H,2.88,3.28,2.44
5847,Serie A,22/05/2016,Sport Recife,Botafogo RJ,1.0,1.0,D,1.88,3.61,4.67
5848,Serie A,25/05/2016,Botafogo RJ,Atletico-PR,2.0,1.0,H,2.21,3.38,3.62
5849,Serie A,25/05/2016,Figueirense,Santos,2.0,2.0,D,2.53,3.16,3.19
5850,Serie A,26/05/2016,America MG,Vitoria,1.0,1.0,D,2.18,3.44,3.62
5851,Serie A,26/05/2016,Flamengo RJ,Chapecoense-SC,2.0,2.0,D,1.68,3.75,6.11
5852,Serie A,26/05/2016,Coritiba,Sao Paulo,1.0,1.0,D,2.27,3.25,3.61
5853,Serie A,26/05/2016,Palmeiras,Fluminense,2.0,0.0,H,1.95,3.56,4.31
5854,Serie A,26/05/2016,Santa Cruz,Cruzeiro,4.0,1.0,H,2.54,3.31,3.03
5855,Serie A,26/05/2016,Corinthians,Ponte Preta,3.0,0.0,H,1.6,4.12,6.46
5856,Serie A,26/05/2016,Internacional,Sport Recife,1.0,0.0,H,1.6,3.92,6.83
5857,Serie A,27/05/2016,Atletico-MG,Gremio,0.0,3.0,A,2.39,3.27,3.34
5858,Serie A,28/05/2016,Cruzeiro,America MG,1.0,1.0,D,1.57,4.08,7.02
5859,Serie A,28/05/2016,Atletico-PR,Figueirense,2.0,1.0,H,1.75,3.75,5.4
5860,Serie A,29/05/2016,Chapecoense-SC,Santa Cruz,1.0,1.0,D,2.0,3.46,4.22
5861,Serie A,29/05/2016,Ponte Preta,Flamengo RJ,1.0,2.0,A,2.55,3.24,3.08
5862,Serie A,29/05/2016,Sport Recife,Corinthians,0.0,2.0,A,2.99,3.19,2.65
5863,Serie A,29/05/2016,Fluminense,Botafogo RJ,1.0,0.0,H,2.05,3.53,3.95
5864,Serie A,29/05/2016,Sao Paulo,Palmeiras,1.0,0.0,H,2.26,3.3,3.56
5865,Serie A,29/05/2016,Vitoria,Atletico-MG,1.0,1.0,D,2.41,3.3,3.26
5866,Serie A,29/05/2016,Gremio,Coritiba,2.0,0.0,H,1.6,3.99,6.74
5867,Serie A,29/05/2016,Santos,Internacional,0.0,1.0,A,2.22,3.33,3.65
5868,Serie A,01/06/2016,Internacional,Atletico-PR,1.0,0.0,H,1.57,4.0,7.14
5869,Serie A,02/06/2016,Corinthians,Santos,1.0,0.0,H,1.57,3.93,7.48
5870,Serie A,02/06/2016,Coritiba,Chapecoense-SC,3.0,4.0,A,2.33,3.11,3.21
5871,Serie A,02/06/2016,Santa Cruz,Sport Recife,0.0,1.0,A,2.14,3.34,3.86
5872,Serie A,02/06/2016,Atletico-MG,Fluminense,1.0,1.0,D,1.92,3.52,4.55
5873,Serie A,02/06/2016,Botafogo RJ,Cruzeiro,0.0,1.0,A,5.11,3.55,1.83
5874,Serie A,02/06/2016,Figueirense,Sao Paulo,1.0,0.0,H,2.69,3.15,2.98
5875,Serie A,02/06/2016,America MG,Ponte Preta,1.0,2.0,A,2.34,3.25,3.06
5876,Serie A,03/06/2016,Flamengo RJ,Vitoria,1.0,0.0,H,1.46,4.58,8.35
5877,Serie A,03/06/2016,Palmeiras,Gremio,4.0,3.0,H,2.0,3.45,4.26
5878,Serie A,04/06/2016,Atletico-PR,Santa Cruz,1.0,0.0,H,1.55,4.17,7.07
5879,Serie A,05/06/2016,Chapecoense-SC,Fluminense,0.0,0.0,D,2.63,3.31,2.92
5880,Serie A,05/06/2016,Corinthians,Coritiba,2.0,1.0,H,1.47,4.34,8.55
5881,Serie A,05/06/2016,America MG,Figueirense,1.0,0.0,H,2.3,3.29,3.49
5882,Serie A,05/06/2016,Santos,Botafogo RJ,3.0,0.0,H,1.78,3.66,5.3
5883,Serie A,05/06/2016,Flamengo RJ,Palmeiras,1.0,2.0,A,2.49,3.34,3.08
5884,Serie A,05/06/2016,Gremio,Ponte Preta,1.0,0.0,H,1.51,4.11,8.5
5885,Serie A,05/06/2016,Sport Recife,Atletico-MG,4.0,4.0,D,2.23,3.44,3.5
5886,Serie A,05/06/2016,Vitoria,Internacional,1.0,0.0,H,2.96,3.32,2.59
5887,Serie A,05/06/2016,Cruzeiro,Sao Paulo,0.0,1.0,A,1.79,3.52,4.57
5888,Serie A,11/06/2016,Internacional,America MG,3.0,1.0,H,1.47,4.39,8.68
5889,Serie A,11/06/2016,Ponte Preta,Chapecoense-SC,2.0,1.0,H,2.15,3.37,3.79
5890,Serie A,11/06/2016,Fluminense,Gremio,1.0,1.0,D,2.26,3.13,3.81
5891,Serie A,12/06/2016,Sao Paulo,Atletico-PR,1.0,2.0,A,1.76,3.65,5.44
5892,Serie A,12/06/2016,Botafogo RJ,Vitoria,1.0,1.0,D,1.93,3.58,4.4
5893,Serie A,12/06/2016,Coritiba,Sport Recife,3.0,2.0,H,1.96,3.46,4.43
5894,Serie A,12/06/2016,Atletico-MG,Cruzeiro,2.0,3.0,A,2.01,3.55,4.06
5895,Serie A,12/06/2016,Figueirense,Flamengo RJ,1.0,0.0,H,2.85,3.23,2.75
5896,Serie A,12/06/2016,Palmeiras,Corinthians,1.0,0.0,H,2.32,3.2,3.56
5897,Serie A,12/06/2016,Santa Cruz,Santos,0.0,2.0,A,2.67,3.17,2.98
5898,Serie A,15/06/2016,Chapecoense-SC,Gremio,3.0,3.0,D,3.0,3.15,2.67
5899,Serie A,15/06/2016,Ponte Preta,Atletico-PR,3.0,2.0,H,2.08,3.42,3.98
5900,Serie A,15/06/2016,Sao Paulo,Vitoria,2.0,0.0,H,1.44,4.61,8.63
5901,Serie A,16/06/2016,Botafogo RJ,America MG,3.0,1.0,H,1.83,3.59,4.97
5902,Serie A,16/06/2016,Santa Cruz,Figueirense,1.0,0.0,H,1.92,3.5,4.61
5903,Serie A,16/06/2016,Santos,Sport Recife,2.0,0.0,H,1.57,4.23,6.61
5904,Serie A,16/06/2016,Coritiba,Palmeiras,2.0,2.0,D,3.05,3.36,2.51
5905,Serie A,16/06/2016,Cruzeiro,Flamengo RJ,0.0,1.0,A,2.16,3.25,3.93
5906,Serie A,16/06/2016,Internacional,Atletico-MG,2.0,0.0,H,1.91,3.63,4.45
5907,Serie A,17/06/2016,Fluminense,Corinthians,1.0,0.0,H,3.59,3.27,2.27
5908,Serie A,18/06/2016,Palmeiras,Santa Cruz,3.0,1.0,H,1.42,4.63,7.16
5909,Serie A,18/06/2016,Atletico-PR,Santos,1.0,0.0,H,2.19,3.29,3.77
5910,Serie A,19/06/2016,America MG,Coritiba,2.0,1.0,H,2.32,3.32,3.4
5911,Serie A,19/06/2016,Atletico-MG,Ponte Preta,3.0,0.0,H,1.52,4.44,7.14
5912,Serie A,19/06/2016,Vitoria,Chapecoense-SC,1.0,2.0,A,2.01,3.5,4.14
5913,Serie A,19/06/2016,Corinthians,Botafogo RJ,3.0,1.0,H,1.48,4.28,6.52
5914,Serie A,19/06/2016,Figueirense,Internacional,3.0,2.0,H,3.46,3.16,2.38
5915,Serie A,19/06/2016,Flamengo RJ,Sao Paulo,2.0,2.0,D,2.66,3.07,3.09
5916,Serie A,19/06/2016,Sport Recife,Fluminense,2.0,1.0,H,2.28,3.37,3.46
5917,Serie A,19/06/2016,Gremio,Cruzeiro,2.0,0.0,H,1.75,3.75,5.39
5918,Serie A,22/06/2016,Palmeiras,America MG,2.0,0.0,H,1.3,5.72,11.91
5919,Serie A,22/06/2016,Ponte Preta,Cruzeiro,0.0,4.0,A,2.68,3.27,2.89
5920,Serie A,23/06/2016,Botafogo RJ,Figueirense,0.0,0.0,D,1.93,3.48,3.89
5921,Serie A,23/06/2016,Santa Cruz,Flamengo RJ,0.0,1.0,A,3.0,3.31,2.55
5922,Serie A,23/06/2016,Atletico-MG,Corinthians,2.0,1.0,H,1.9,3.64,4.45
5923,Serie A,23/06/2016,Fluminense,Santos,2.0,4.0,A,2.63,3.24,2.98
5924,Serie A,23/06/2016,Chapecoense-SC,Atletico-PR,0.0,0.0,D,2.05,3.17,4.59
5925,Serie A,23/06/2016,Gremio,Vitoria,1.0,2.0,A,1.33,5.2,12.51
5926,Serie A,24/06/2016,Sao Paulo,Sport Recife,0.0,0.0,D,1.41,4.76,9.41
5927,Serie A,24/06/2016,Coritiba,Internacional,1.0,1.0,D,3.14,3.33,2.46
5928,Serie A,25/06/2016,Cruzeiro,Palmeiras,2.0,1.0,H,2.18,3.52,3.55
5929,Serie A,26/06/2016,Corinthians,Santa Cruz,2.0,1.0,H,1.46,4.55,8.36
5930,Serie A,26/06/2016,America MG,Atletico-MG,0.0,1.0,A,6.41,4.32,1.57
5931,Serie A,26/06/2016,Atletico-PR,Gremio,2.0,0.0,H,2.44,3.29,3.21
5932,Serie A,26/06/2016,Flamengo RJ,Fluminense,1.0,2.0,A,2.15,3.22,4.01
5933,Serie A,26/06/2016,Internacional,Botafogo RJ,2.0,3.0,A,1.71,3.86,5.49
5934,Serie A,26/06/2016,Santos,Sao Paulo,3.0,0.0,H,2.14,3.43,3.74
5935,Serie A,26/06/2016,Vitoria,Ponte Preta,1.0,1.0,D,2.1,3.48,3.81
5936,Serie A,26/06/2016,Figueirense,Coritiba,0.0,0.0,D,2.35,3.23,3.45
5937,Serie A,26/06/2016,Sport Recife,Chapecoense-SC,5.0,1.0,H,1.83,3.65,4.87
5938,Serie A,29/06/2016,Flamengo RJ,Internacional,1.0,0.0,H,2.16,3.35,3.79
5939,Serie A,29/06/2016,Gremio,Santos,3.0,2.0,H,2.27,3.2,3.68
5940,Serie A,29/06/2016,Vitoria,Sport Recife,3.0,2.0,H,2.45,3.28,3.2
5941,Serie A,30/06/2016,Chapecoense-SC,Cruzeiro,3.0,2.0,H,2.86,3.28,2.69
5942,Serie A,30/06/2016,Coritiba,Atletico-PR,1.0,0.0,H,2.44,3.23,3.27
5943,Serie A,30/06/2016,America MG,Corinthians,0.0,2.0,A,3.96,3.35,2.11
5944,Serie A,30/06/2016,Sao Paulo,Fluminense,2.0,1.0,H,1.92,3.41,4.73
5945,Serie A,30/06/2016,Palmeiras,Figueirense,4.0,0.0,H,1.43,4.8,8.46
5946,Serie A,30/06/2016,Santa Cruz,Ponte Preta,0.0,3.0,A,2.29,3.25,3.55
5947,Serie A,01/07/2016,Atletico-MG,Botafogo RJ,5.0,3.0,H,1.61,4.12,6.28
5948,Serie A,02/07/2016,Fluminense,Coritiba,0.0,0.0,D,1.97,3.46,4.36
5949,Serie A,02/07/2016,Atletico-PR,America MG,1.0,0.0,H,1.51,4.43,7.39
5950,Serie A,03/07/2016,Cruzeiro,Vitoria,2.0,2.0,D,1.48,4.56,7.78
5951,Serie A,03/07/2016,Internacional,Gremio,0.0,1.0,A,2.48,3.27,3.17
5952,Serie A,03/07/2016,Botafogo RJ,Santa Cruz,2.0,1.0,H,1.56,4.05,7.21
5953,Serie A,03/07/2016,Corinthians,Flamengo RJ,4.0,0.0,H,2.06,3.39,3.55
5954,Serie A,03/07/2016,Ponte Preta,Sao Paulo,1.0,0.0,H,2.35,3.38,3.3
5955,Serie A,03/07/2016,Santos,Chapecoense-SC,3.0,0.0,H,1.44,4.68,8.68
5956,Serie A,03/07/2016,Figueirense,Atletico-MG,1.0,1.0,D,3.36,3.48,2.28
5957,Serie A,05/07/2016,Sport Recife,Palmeiras,1.0,3.0,A,2.87,3.4,2.61
5958,Serie A,09/07/2016,Chapecoense-SC,Corinthians,0.0,2.0,A,3.16,3.28,2.47
5959,Serie A,09/07/2016,Coritiba,Botafogo RJ,0.0,0.0,D,1.96,3.51,4.35
5960,Serie A,10/07/2016,Ponte Preta,Sport Recife,2.0,1.0,H,1.88,3.55,4.68
5961,Serie A,10/07/2016,Flamengo RJ,Atletico-MG,2.0,0.0,H,2.69,3.24,2.91
5962,Serie A,10/07/2016,Gremio,Figueirense,2.0,1.0,H,1.35,5.11,11.02
5963,Serie A,10/07/2016,Santa Cruz,Internacional,1.0,0.0,H,2.78,3.26,2.79
5964,Serie A,10/07/2016,Sao Paulo,America MG,3.0,0.0,H,1.58,4.08,6.69
5965,Serie A,10/07/2016,Vitoria,Fluminense,0.0,0.0,D,2.12,3.55,3.7
5966,Serie A,12/07/2016,Cruzeiro,Atletico-PR,0.0,3.0,A,1.75,3.83,5.22
5967,Serie A,13/07/2016,Palmeiras,Santos,1.0,1.0,D,2.2,3.47,3.54
5968,Serie A,16/07/2016,Botafogo RJ,Flamengo RJ,3.0,3.0,D,3.04,3.43,2.26
5969,Serie A,16/07/2016,Santos,Ponte Preta,3.0,1.0,H,1.45,4.69,8.08
5970,Serie A,17/07/2016,America MG,Santa Cruz,0.0,3.0,A,2.21,3.3,3.71
5971,Serie A,17/07/2016,Atletico-PR,Vitoria,1.0,1.0,D,1.59,4.04,6.78
5972,Serie A,17/07/2016,Corinthians,Sao Paulo,1.0,1.0,D,1.64,3.86,6.4
5973,Serie A,17/07/2016,Figueirense,Chapecoense-SC,1.0,1.0,D,2.27,3.25,3.6
