,league,date,home,away,home_goals,away_goals,result,home_odds,draw_odds,away_odds
12162,MLS,21/10/2021,Colorado Rapids,Seattle Sounders,1.0,1.0,D,1.96,3.59,4.15
12163,MLS,21/10/2021,Portland Timbers,Vancouver Whitecaps,2.0,3.0,A,1.82,4.04,4.3
12164,MLS,21/10/2021,San Jose Earthquakes,Austin FC,4.0,0.0,H,2.13,3.92,3.29
12165,MLS,23/10/2021,Seattle Sounders,Sporting Kansas City,1.0,2.0,A,2.06,3.51,3.87
12166,MLS,23/10/2021,Columbus Crew,New York Red Bulls,1.0,2.0,A,2.64,3.22,2.96
12167,MLS,24/10/2021,New York City,DC United,6.0,0.0,H,1.87,3.75,4.39
12168,MLS,24/10/2021,Philadelphia Union,Nashville SC,1.0,0.0,H,1.89,3.46,4.71
12169,MLS,24/10/2021,Toronto FC,CF Montreal,1.0,1.0,D,2.8,3.48,2.61
12170,MLS,24/10/2021,Chicago Fire,Real Salt Lake,1.0,0.0,H,2.06,3.89,3.5
12171,MLS,24/10/2021,Inter Miami,FC Cincinnati,5.0,1.0,H,1.61,4.42,5.49
12172,MLS,24/10/2021,Minnesota United,Los Angeles FC,1.0,1.0,D,2.36,3.69,3.0
12173,MLS,24/10/2021,Colorado Rapids,Portland Timbers,2.0,0.0,H,1.59,4.43,5.69
12174,MLS,24/10/2021,Los Angeles Galaxy,FC Dallas,2.0,2.0,D,1.56,4.67,5.65
12175,MLS,24/10/2021,San Jose Earthquakes,Vancouver Whitecaps,1.0,1.0,D,2.46,3.58,2.93
12176,MLS,24/10/2021,Austin FC,Houston Dynamo,2.0,1.0,H,2.25,3.79,3.12
12177,MLS,25/10/2021,Orlando City,New England Revolution,2.0,2.0,D,1.86,3.86,4.3
12178,MLS,27/10/2021,Los Angeles FC,Seattle Sounders,3.0,0.0,H,2.04,3.76,3.67
12179,MLS,28/10/2021,New England Revolution,Colorado Rapids,1.0,0.0,H,1.48,5.16,6.21
12180,MLS,28/10/2021,Atlanta Utd,Inter Miami,2.0,1.0,H,1.46,4.94,6.97
12181,MLS,28/10/2021,Columbus Crew,Orlando City,3.0,2.0,H,2.56,3.39,2.92
12182,MLS,28/10/2021,DC United,New York Red Bulls,1.0,0.0,H,2.32,3.44,3.27
12183,MLS,28/10/2021,FC Cincinnati,Nashville SC,3.0,6.0,A,4.8,3.75,1.8
12184,MLS,28/10/2021,New York City,Chicago Fire,1.0,0.0,H,1.37,5.49,8.2
12185,MLS,28/10/2021,Toronto FC,Philadelphia Union,2.0,2.0,D,2.74,3.56,2.62
12186,MLS,28/10/2021,FC Dallas,Real Salt Lake,1.0,2.0,A,2.14,3.74,3.41
12187,MLS,28/10/2021,Sporting Kansas City,Los Angeles Galaxy,2.0,0.0,H,2.09,3.76,3.51
12188,MLS,28/10/2021,Portland Timbers,San Jose Earthquakes,2.0,0.0,H,1.73,4.44,4.41
12189,MLS,28/10/2021,Vancouver Whitecaps,Minnesota United,2.0,1.0,H,2.55,3.32,2.99
12190,MLS,30/10/2021,Inter Miami,New York City,1.0,3.0,A,4.58,4.14,1.75
12191,MLS,30/10/2021,Real Salt Lake,San Jose Earthquakes,3.0,4.0,A,1.56,4.67,5.73
12192,MLS,30/10/2021,New York Red Bulls,CF Montreal,1.0,0.0,H,1.54,4.35,6.49
12193,MLS,30/10/2021,Atlanta Utd,Toronto FC,1.0,1.0,D,1.42,5.25,7.19
12194,MLS,31/10/2021,DC United,Columbus Crew,1.0,3.0,A,1.73,3.96,4.99
12195,MLS,31/10/2021,FC Dallas,Austin FC,2.0,1.0,H,2.05,3.7,3.7
12196,MLS,31/10/2021,Minnesota United,Sporting Kansas City,2.0,1.0,H,2.13,3.62,3.55
12197,MLS,31/10/2021,Houston Dynamo,Colorado Rapids,0.0,1.0,A,3.31,3.65,2.21
12198,MLS,31/10/2021,Orlando City,Nashville SC,1.0,1.0,D,2.28,3.25,3.55
12199,MLS,31/10/2021,Philadelphia Union,FC Cincinnati,2.0,0.0,H,1.31,5.88,10.02
12200,MLS,02/11/2021,Seattle Sounders,Los Angeles Galaxy,1.0,1.0,D,1.78,3.94,4.65
12201,MLS,03/11/2021,Los Angeles FC,Vancouver Whitecaps,1.0,1.0,D,1.71,3.93,5.17
12202,MLS,03/11/2021,CF Montreal,Houston Dynamo,2.0,0.0,H,1.49,4.71,6.83
12203,MLS,03/11/2021,New York Red Bulls,Atlanta Utd,0.0,0.0,D,2.02,3.29,4.34
12204,MLS,04/11/2021,Austin FC,Sporting Kansas City,3.0,1.0,H,2.95,3.82,2.34
12205,MLS,04/11/2021,Real Salt Lake,Portland Timbers,1.0,3.0,A,2.06,3.74,3.64
12206,MLS,07/11/2021,CF Montreal,Orlando City,0.0,2.0,A,2.15,3.62,3.48
12207,MLS,07/11/2021,Columbus Crew,Chicago Fire,2.0,0.0,H,1.7,4.29,4.74
12208,MLS,07/11/2021,FC Cincinnati,Atlanta Utd,1.0,2.0,A,4.08,4.23,1.83
12209,MLS,07/11/2021,Nashville SC,New York Red Bulls,1.0,1.0,D,2.43,2.91,3.65
12210,MLS,07/11/2021,New England Revolution,Inter Miami,0.0,1.0,A,1.31,5.85,9.53
12211,MLS,07/11/2021,New York City,Philadelphia Union,1.0,1.0,D,1.79,3.81,4.81
12212,MLS,07/11/2021,Toronto FC,DC United,1.0,3.0,A,2.7,3.75,2.56
12213,MLS,07/11/2021,Colorado Rapids,Los Angeles FC,5.0,2.0,H,2.26,3.81,3.09
12214,MLS,07/11/2021,Los Angeles Galaxy,Minnesota United,3.0,3.0,D,1.9,3.92,4.03
12215,MLS,07/11/2021,Portland Timbers,Austin FC,3.0,0.0,H,1.71,4.42,4.51
12216,MLS,07/11/2021,San Jose Earthquakes,FC Dallas,1.0,1.0,D,2.11,3.97,3.32
12217,MLS,07/11/2021,Sporting Kansas City,Real Salt Lake,0.0,1.0,A,1.76,4.33,4.35
12218,MLS,07/11/2021,Vancouver Whitecaps,Seattle Sounders,1.0,1.0,D,3.19,3.38,2.39
12219,MLS,20/11/2021,Philadelphia Union,New York Red Bulls,0.0,0.0,D,2.54,3.09,3.22
12220,MLS,20/11/2021,Sporting Kansas City,Vancouver Whitecaps,3.0,1.0,H,1.54,4.38,6.49
12221,MLS,21/11/2021,New York City,Atlanta Utd,2.0,0.0,H,1.85,3.66,4.64
12222,MLS,21/11/2021,Portland Timbers,Minnesota United,3.0,1.0,H,2.11,3.91,3.34
12223,MLS,24/11/2021,Nashville SC,Orlando City,3.0,1.0,H,2.05,3.23,4.32
12224,MLS,24/11/2021,Seattle Sounders,Real Salt Lake,0.0,0.0,D,1.62,4.05,6.05
12225,MLS,25/11/2021,Colorado Rapids,Portland Timbers,0.0,1.0,A,1.59,4.33,5.84
12226,MLS,28/11/2021,Sporting Kansas City,Real Salt Lake,1.0,2.0,A,1.6,4.23,5.94
12227,MLS,28/11/2021,Philadelphia Union,Nashville SC,1.0,1.0,D,2.43,3.02,3.51
12228,MLS,01/12/2021,New England Revolution,New York City,1.0,1.0,D,2.08,3.73,3.58
12229,MLS,04/12/2021,Portland Timbers,Real Salt Lake,2.0,0.0,H,1.75,4.06,4.68
12230,MLS,05/12/2021,Philadelphia Union,New York City,1.0,2.0,A,3.91,3.39,2.09
12231,MLS,11/12/2021,Portland Timbers,New York City,1.0,1.0,D,2.81,3.21,2.78
12232,MLS,26/02/2022,Philadelphia Union,Minnesota United,1.0,1.0,D,2.0,3.38,4.32
12233,MLS,26/02/2022,Columbus Crew,Vancouver Whitecaps,4.0,0.0,H,1.59,4.07,6.44
12234,MLS,26/02/2022,Los Angeles FC,Colorado Rapids,3.0,0.0,H,1.71,3.9,5.23
12235,MLS,26/02/2022,FC Dallas,Toronto FC,1.0,1.0,D,1.98,3.86,3.77
12236,MLS,26/02/2022,Austin FC,FC Cincinnati,5.0,0.0,H,1.66,4.25,5.22
12237,MLS,26/02/2022,DC United,Charlotte,3.0,0.0,H,1.66,3.97,5.65
12238,MLS,26/02/2022,Inter Miami,Chicago Fire,0.0,0.0,D,2.85,3.36,2.64
12239,MLS,26/02/2022,San Jose Earthquakes,New York Red Bulls,1.0,3.0,A,2.61,3.25,2.97
12240,MLS,27/02/2022,Portland Timbers,New England Revolution,2.0,2.0,D,2.38,3.67,2.85
12241,MLS,27/02/2022,Orlando City,CF Montreal,2.0,0.0,H,2.01,3.47,4.09
12242,MLS,27/02/2022,Atlanta Utd,Sporting Kansas City,3.0,1.0,H,2.07,3.5,3.83
12243,MLS,27/02/2022,Los Angeles Galaxy,New York City,1.0,0.0,H,2.83,3.45,2.61
12244,MLS,28/02/2022,Houston Dynamo,Real Salt Lake,0.0,0.0,D,1.63,4.15,5.72
12245,MLS,28/02/2022,Seattle Sounders,Nashville SC,0.0,1.0,A,2.07,3.25,4.2
12246,MLS,05/03/2022,New England Revolution,FC Dallas,1.0,0.0,H,1.61,4.37,5.58
12247,MLS,05/03/2022,Toronto FC,New York Red Bulls,1.0,4.0,A,2.6,3.37,2.88
12248,MLS,05/03/2022,Sporting Kansas City,Houston Dynamo,1.0,0.0,H,1.97,3.61,4.1
12249,MLS,05/03/2022,CF Montreal,Philadelphia Union,1.0,2.0,A,2.45,3.43,3.06
12250,MLS,05/03/2022,San Jose Earthquakes,Columbus Crew,3.0,3.0,D,2.75,3.57,2.61
12251,MLS,05/03/2022,Chicago Fire,Orlando City,0.0,0.0,D,1.95,3.67,4.07
12252,MLS,05/03/2022,Colorado Rapids,Atlanta Utd,3.0,0.0,H,1.83,3.58,4.93
12253,MLS,05/03/2022,FC Cincinnati,DC United,0.0,1.0,A,3.23,3.38,2.37
12254,MLS,05/03/2022,Minnesota United,Nashville SC,1.0,1.0,D,2.89,3.14,2.75
12255,MLS,05/03/2022,Real Salt Lake,Seattle Sounders,1.0,0.0,H,2.32,3.13,3.6
12256,MLS,05/03/2022,Vancouver Whitecaps,New York City,0.0,0.0,D,3.75,3.61,2.06
12257,MLS,06/03/2022,Charlotte,Los Angeles Galaxy,0.0,1.0,A,2.84,3.69,2.47
12258,MLS,06/03/2022,Austin FC,Inter Miami,5.0,1.0,H,1.69,3.97,5.36
12259,MLS,07/03/2022,Los Angeles FC,Portland Timbers,1.0,1.0,D,1.52,4.88,5.85
12260,MLS,12/03/2022,New York City,CF Montreal,4.0,1.0,H,1.42,4.89,8.16
12261,MLS,12/03/2022,Columbus Crew,Toronto FC,2.0,1.0,H,1.43,5.08,7.25
12262,MLS,12/03/2022,Inter Miami,Los Angeles FC,0.0,2.0,A,3.66,3.67,2.07
12263,MLS,12/03/2022,Seattle Sounders,Los Angeles Galaxy,3.0,2.0,H,2.02,3.68,3.83
12264,MLS,12/03/2022,Houston Dynamo,Vancouver Whitecaps,2.0,1.0,H,1.72,3.9,5.18
12265,MLS,13/03/2022,DC United,Chicago Fire,0.0,2.0,A,2.3,3.35,3.4
12266,MLS,13/03/2022,New England Revolution,Real Salt Lake,2.0,3.0,A,1.78,3.68,5.07
12267,MLS,13/03/2022,Orlando City,FC Cincinnati,1.0,2.0,A,1.55,4.37,6.39
12268,MLS,13/03/2022,Philadelphia Union,San Jose Earthquakes,2.0,0.0,H,1.51,4.51,6.73
12269,MLS,13/03/2022,FC Dallas,Nashville SC,2.0,0.0,H,2.64,3.04,3.14
12270,MLS,13/03/2022,Colorado Rapids,Sporting Kansas City,2.0,0.0,H,1.75,3.83,5.04
12271,MLS,13/03/2022,Portland Timbers,Austin FC,1.0,0.0,H,2.02,3.83,3.67
12272,MLS,13/03/2022,Atlanta Utd,Charlotte,2.0,1.0,H,1.5,4.63,6.67
12273,MLS,13/03/2022,New York Red Bulls,Minnesota United,0.0,1.0,A,1.6,4.07,6.23
12274,MLS,19/03/2022,FC Cincinnati,Inter Miami,3.0,1.0,H,2.07,3.64,3.7
12275,MLS,19/03/2022,New York City,Philadelphia Union,0.0,2.0,A,1.76,3.88,4.88
12276,MLS,19/03/2022,Toronto FC,DC United,2.0,1.0,H,2.36,3.63,3.04
12277,MLS,19/03/2022,Los Angeles Galaxy,Orlando City,0.0,1.0,A,1.83,3.72,4.68
12278,MLS,19/03/2022,Atlanta Utd,CF Montreal,3.0,3.0,D,1.82,3.74,4.68
12279,MLS,19/03/2022,Chicago Fire,Sporting Kansas City,3.0,1.0,H,1.75,3.79,5.17
12280,MLS,19/03/2022,Charlotte,New England Revolution,3.0,1.0,H,3.08,3.7,2.31
12281,MLS,20/03/2022,Minnesota United,San Jose Earthquakes,1.0,0.0,H,1.76,4.03,4.67
12282,MLS,20/03/2022,FC Dallas,Portland Timbers,4.0,1.0,H,1.91,3.67,4.29
12283,MLS,20/03/2022,Houston Dynamo,Colorado Rapids,1.0,1.0,D,2.28,3.46,3.36
12284,MLS,20/03/2022,Real Salt Lake,Nashville SC,2.0,1.0,H,2.83,3.06,2.88
12285,MLS,20/03/2022,New York Red Bulls,Columbus Crew,1.0,1.0,D,2.11,3.35,3.93
12286,MLS,20/03/2022,Austin FC,Seattle Sounders,1.0,1.0,D,1.93,3.79,4.02
12287,MLS,21/03/2022,Los Angeles FC,Vancouver Whitecaps,3.0,1.0,H,1.34,5.24,8.96
12288,MLS,26/03/2022,Charlotte,FC Cincinnati,2.0,0.0,H,2.32,3.4,3.31
12289,MLS,26/03/2022,Sporting Kansas City,Real Salt Lake,1.0,0.0,H,1.94,3.47,4.41
12290,MLS,27/03/2022,Portland Timbers,Orlando City,1.0,1.0,D,1.92,3.66,4.22
12291,MLS,02/04/2022,Chicago Fire,FC Dallas,0.0,0.0,D,2.05,3.46,3.96
12292,MLS,02/04/2022,FC Cincinnati,CF Montreal,3.0,4.0,A,2.39,3.54,3.06
12293,MLS,02/04/2022,Toronto FC,New York City,2.0,1.0,H,3.82,3.68,2.02
12294,MLS,02/04/2022,Columbus Crew,Nashville SC,0.0,1.0,A,1.97,3.4,4.4
12295,MLS,03/04/2022,DC United,Atlanta Utd,0.0,1.0,A,2.25,3.45,3.4
12296,MLS,03/04/2022,New England Revolution,New York Red Bulls,0.0,1.0,A,2.45,3.43,3.06
12297,MLS,03/04/2022,Orlando City,Los Angeles FC,2.0,4.0,A,2.47,3.46,2.99
12298,MLS,03/04/2022,Philadelphia Union,Charlotte,2.0,0.0,H,1.46,4.46,8.15
12299,MLS,03/04/2022,San Jose Earthquakes,Austin FC,2.0,2.0,D,2.4,3.63,2.98
12300,MLS,03/04/2022,Inter Miami,Houston Dynamo,1.0,3.0,A,2.28,3.53,3.26
12301,MLS,03/04/2022,Minnesota United,Seattle Sounders,1.0,2.0,A,2.11,3.52,3.7
12302,MLS,03/04/2022,Vancouver Whitecaps,Sporting Kansas City,1.0,0.0,H,2.67,3.25,2.9
12303,MLS,03/04/2022,Colorado Rapids,Real Salt Lake,1.0,1.0,D,1.63,4.08,5.84
12304,MLS,03/04/2022,Portland Timbers,Los Angeles Galaxy,1.0,3.0,A,2.21,3.84,3.18
12305,MLS,09/04/2022,Orlando City,Chicago Fire,1.0,0.0,H,1.93,3.53,4.43
12306,MLS,09/04/2022,Inter Miami,New England Revolution,3.0,2.0,H,2.94,3.72,2.39
12307,MLS,09/04/2022,New York Red Bulls,CF Montreal,1.0,2.0,A,1.6,4.04,6.24
12308,MLS,09/04/2022,Philadelphia Union,Columbus Crew,1.0,0.0,H,2.21,3.28,3.68
12309,MLS,10/04/2022,Los Angeles Galaxy,Los Angeles FC,2.0,1.0,H,2.6,3.76,2.65
12310,MLS,10/04/2022,Real Salt Lake,Toronto FC,2.0,2.0,D,1.88,3.8,4.26
12311,MLS,10/04/2022,FC Dallas,Colorado Rapids,3.0,1.0,H,2.0,3.36,4.33
12312,MLS,10/04/2022,Houston Dynamo,San Jose Earthquakes,4.0,3.0,H,1.74,4.01,4.87
12313,MLS,10/04/2022,Sporting Kansas City,Nashville SC,1.0,2.0,A,2.5,3.02,3.37
12314,MLS,10/04/2022,Vancouver Whitecaps,Portland Timbers,2.0,3.0,A,2.8,3.42,2.64
12315,MLS,10/04/2022,Charlotte,Atlanta Utd,1.0,0.0,H,2.6,3.31,2.94
12316,MLS,11/04/2022,Austin FC,Minnesota United,1.0,0.0,H,2.03,3.93,3.55
12317,MLS,16/04/2022,CF Montreal,Vancouver Whitecaps,2.0,1.0,H,1.66,4.07,5.5
12318,MLS,16/04/2022,San Jose Earthquakes,Nashville SC,2.0,2.0,D,2.95,3.31,2.59
12319,MLS,16/04/2022,Atlanta Utd,FC Cincinnati,0.0,0.0,D,1.7,4.18,4.87
12320,MLS,16/04/2022,Houston Dynamo,Portland Timbers,0.0,0.0,D,2.24,3.46,3.43
12321,MLS,17/04/2022,New York Red Bulls,FC Dallas,0.0,0.0,D,1.83,3.69,4.75
12322,MLS,17/04/2022,Columbus Crew,Orlando City,0.0,2.0,A,1.85,3.7,4.55
12323,MLS,17/04/2022,DC United,Austin FC,2.0,3.0,A,2.01,3.63,3.89
12324,MLS,17/04/2022,New England Revolution,Charlotte,2.0,1.0,H,1.67,4.19,5.19
12325,MLS,17/04/2022,Toronto FC,Philadelphia Union,2.0,1.0,H,3.18,3.47,2.35
12326,MLS,17/04/2022,Chicago Fire,Los Angeles Galaxy,0.0,0.0,D,2.68,3.45,2.75
12327,MLS,17/04/2022,Minnesota United,Colorado Rapids,3.0,1.0,H,2.2,3.56,3.41
12328,MLS,17/04/2022,Seattle Sounders,Inter Miami,0.0,1.0,A,1.89,3.6,4.5
12329,MLS,17/04/2022,New York City,Real Salt Lake,6.0,0.0,H,1.47,4.41,8.17
12330,MLS,17/04/2022,Los Angeles FC,Sporting Kansas City,3.0,1.0,H,1.56,4.25,6.41
12331,MLS,23/04/2022,FC Dallas,Houston Dynamo,2.0,1.0,H,1.89,3.8,4.54
12332,MLS,23/04/2022,Philadelphia Union,CF Montreal,1.0,1.0,D,1.79,3.73,4.93
12333,MLS,23/04/2022,Minnesota United,Chicago Fire,3.0,0.0,H,2.15,3.3,3.85
12334,MLS,24/04/2022,DC United,New England Revolution,3.0,2.0,H,2.4,3.69,2.95
12335,MLS,24/04/2022,Austin FC,Vancouver Whitecaps,3.0,0.0,H,1.62,4.43,5.3
12336,MLS,24/04/2022,Sporting Kansas City,Columbus Crew,0.0,0.0,D,2.63,3.32,2.89
12337,MLS,24/04/2022,Colorado Rapids,Charlotte,0.0,0.0,D,1.63,3.93,6.11
12338,MLS,24/04/2022,Portland Timbers,Real Salt Lake,0.0,0.0,D,1.92,3.86,4.02
12339,MLS,24/04/2022,San Jose Earthquakes,Seattle Sounders,4.0,3.0,H,2.67,3.48,2.73
12340,MLS,24/04/2022,Los Angeles Galaxy,Nashville SC,1.0,0.0,H,2.13,3.3,3.91
12341,MLS,24/04/2022,Inter Miami,Atlanta Utd,2.0,1.0,H,2.82,3.42,2.62
12342,MLS,24/04/2022,Orlando City,New York Red Bulls,0.0,3.0,A,2.5,3.27,3.11
12343,MLS,24/04/2022,FC Cincinnati,Los Angeles FC,1.0,2.0,A,4.28,4.47,1.75
12344,MLS,24/04/2022,New York City,Toronto FC,5.0,4.0,H,1.44,4.81,7.43
12345,MLS,30/04/2022,Houston Dynamo,Austin FC,1.0,2.0,A,2.38,3.71,2.95
12346,MLS,30/04/2022,Toronto FC,FC Cincinnati,1.0,2.0,A,1.85,4.23,3.94
12347,MLS,30/04/2022,Real Salt Lake,Los Angeles Galaxy,1.0,0.0,H,2.52,3.48,2.93
12348,MLS,30/04/2022,CF Montreal,Atlanta Utd,2.0,1.0,H,2.26,3.5,3.35
12349,MLS,01/05/2022,Columbus Crew,DC United,3.0,0.0,H,1.96,3.54,4.24
12350,MLS,01/05/2022,New England Revolution,Inter Miami,2.0,0.0,H,1.47,4.82,6.89
12351,MLS,01/05/2022,Orlando City,Charlotte,2.0,1.0,H,1.92,3.44,4.62
12352,MLS,01/05/2022,Chicago Fire,New York Red Bulls,1.0,2.0,A,3.67,3.26,2.23
12353,MLS,01/05/2022,Sporting Kansas City,FC Dallas,2.0,2.0,D,2.38,3.53,3.08
12354,MLS,01/05/2022,Colorado Rapids,Portland Timbers,2.0,0.0,H,1.63,4.25,5.56
12355,MLS,01/05/2022,New York City,San Jose Earthquakes,3.0,0.0,H,1.4,5.55,7.31
12356,MLS,01/05/2022,Nashville SC,Philadelphia Union,1.0,1.0,D,2.54,2.99,3.34
12357,MLS,02/05/2022,Los Angeles FC,Minnesota United,2.0,0.0,H,1.49,4.85,6.56
12358,MLS,05/05/2022,FC Cincinnati,Toronto FC,2.0,0.0,H,1.93,4.01,3.8
12359,MLS,07/05/2022,Charlotte,Inter Miami,1.0,0.0,H,1.7,3.93,5.29
12360,MLS,07/05/2022,CF Montreal,Orlando City,4.0,1.0,H,2.15,3.5,3.59
12361,MLS,07/05/2022,Atlanta Utd,Chicago Fire,4.0,1.0,H,1.49,4.54,7.24
12362,MLS,08/05/2022,New York City,Sporting Kansas City,0.0,0.0,D,1.43,5.01,7.4
12363,MLS,08/05/2022,New York Red Bulls,Portland Timbers,1.0,1.0,D,1.44,4.83,7.66
12364,MLS,08/05/2022,DC United,Houston Dynamo,2.0,0.0,H,1.88,3.8,4.23
12365,MLS,08/05/2022,New England Revolution,Columbus Crew,2.0,2.0,D,1.79,3.86,4.7
12366,MLS,08/05/2022,Minnesota United,FC Cincinnati,0.0,1.0,A,1.81,4.06,4.29
12367,MLS,08/05/2022,FC Dallas,Seattle Sounders,2.0,0.0,H,1.62,4.05,6.03
12368,MLS,08/05/2022,San Jose Earthquakes,Colorado Rapids,1.0,0.0,H,2.37,3.51,3.07
12369,MLS,08/05/2022,Los Angeles FC,Philadelphia Union,2.0,2.0,D,2.02,3.59,3.9
12370,MLS,08/05/2022,Vancouver Whitecaps,Toronto FC,1.0,0.0,H,1.75,4.08,4.71
12371,MLS,08/05/2022,Nashville SC,Real Salt Lake,2.0,0.0,H,1.67,3.81,5.92
12372,MLS,09/05/2022,Austin FC,Los Angeles Galaxy,0.0,1.0,A,2.5,3.63,2.97
12373,MLS,14/05/2022,Toronto FC,Orlando City,0.0,1.0,A,3.7,3.62,2.08
12374,MLS,14/05/2022,Colorado Rapids,Los Angeles FC,2.0,0.0,H,2.58,3.62,2.75
12375,MLS,15/05/2022,Charlotte,CF Montreal,0.0,2.0,A,2.6,3.32,2.93
12376,MLS,15/05/2022,New York City,Columbus Crew,2.0,0.0,H,1.65,4.15,5.51
12377,MLS,15/05/2022,Vancouver Whitecaps,San Jose Earthquakes,3.0,3.0,D,2.46,3.53,2.96
12378,MLS,15/05/2022,Philadelphia Union,New York Red Bulls,1.0,1.0,D,2.24,3.31,3.58
12379,MLS,15/05/2022,Chicago Fire,FC Cincinnati,1.0,2.0,A,1.94,3.73,4.07
12380,MLS,15/05/2022,Inter Miami,DC United,2.0,2.0,D,2.67,3.41,2.79
12381,MLS,15/05/2022,Houston Dynamo,Nashville SC,2.0,0.0,H,2.42,3.12,3.41
12382,MLS,15/05/2022,Real Salt Lake,Austin FC,2.0,1.0,H,2.35,3.51,3.16
12383,MLS,15/05/2022,Portland Timbers,Sporting Kansas City,7.0,2.0,H,1.94,3.65,4.17
12384,MLS,15/05/2022,Los Angeles Galaxy,FC Dallas,1.0,3.0,A,1.81,3.82,4.63
12385,MLS,15/05/2022,Atlanta Utd,New England Revolution,2.0,2.0,D,2.25,3.69,3.2
12386,MLS,15/05/2022,Seattle Sounders,Minnesota United,3.0,1.0,H,1.68,4.02,5.32
12387,MLS,19/05/2022,DC United,New York City,0.0,2.0,A,3.26,3.67,2.23
12388,MLS,19/05/2022,New York Red Bulls,Chicago Fire,3.0,3.0,D,1.59,4.13,6.24
12389,MLS,19/05/2022,Philadelphia Union,Inter Miami,0.0,0.0,D,1.42,4.95,7.85
12390,MLS,19/05/2022,Minnesota United,Los Angeles Galaxy,1.0,1.0,D,2.44,3.75,2.85
12391,MLS,19/05/2022,Houston Dynamo,Seattle Sounders,0.0,1.0,A,2.84,3.24,2.73
12392,MLS,19/05/2022,Nashville SC,CF Montreal,2.0,1.0,H,2.1,3.39,3.89
12393,MLS,19/05/2022,Sporting Kansas City,Colorado Rapids,2.0,1.0,H,2.67,3.39,2.8
12394,MLS,19/05/2022,Vancouver Whitecaps,FC Dallas,2.0,1.0,H,3.23,3.38,2.37
12395,MLS,19/05/2022,Los Angeles FC,Austin FC,1.0,2.0,A,1.59,4.3,5.86
12396,MLS,19/05/2022,San Jose Earthquakes,Portland Timbers,3.0,2.0,H,2.07,3.71,3.62
12397,MLS,21/05/2022,Columbus Crew,Los Angeles FC,0.0,2.0,A,2.1,3.64,3.6
12398,MLS,21/05/2022,FC Cincinnati,New England Revolution,2.0,3.0,A,2.61,3.72,2.66
12399,MLS,21/05/2022,DC United,Toronto FC,2.0,2.0,D,1.45,5.12,6.9
12400,MLS,22/05/2022,Nashville SC,Atlanta Utd,2.0,2.0,D,2.16,3.32,3.77
12401,MLS,22/05/2022,CF Montreal,Real Salt Lake,1.0,2.0,A,1.67,4.09,5.38
12402,MLS,22/05/2022,Charlotte,Vancouver Whitecaps,2.0,1.0,H,1.67,3.91,5.67
12403,MLS,22/05/2022,New York City,Chicago Fire,1.0,0.0,H,1.52,4.55,6.57
12404,MLS,22/05/2022,Inter Miami,New York Red Bulls,2.0,0.0,H,4.22,3.65,1.93
12405,MLS,23/05/2022,FC Dallas,Minnesota United,1.0,2.0,A,2.12,3.6,3.6
12406,MLS,23/05/2022,San Jose Earthquakes,Sporting Kansas City,1.0,1.0,D,1.85,3.69,4.57
12407,MLS,23/05/2022,Austin FC,Orlando City,2.0,2.0,D,2.04,3.66,3.76
12408,MLS,23/05/2022,Colorado Rapids,Seattle Sounders,1.0,0.0,H,2.12,3.35,3.86
12409,MLS,23/05/2022,Los Angeles Galaxy,Houston Dynamo,0.0,3.0,A,1.81,3.77,4.67
12410,MLS,23/05/2022,Portland Timbers,Philadelphia Union,0.0,2.0,A,2.45,3.35,3.12
12411,MLS,28/05/2022,Los Angeles FC,San Jose Earthquakes,3.0,2.0,H,1.65,4.29,5.26
12412,MLS,29/05/2022,Atlanta Utd,Columbus Crew,1.0,2.0,A,1.96,3.76,3.96
12413,MLS,29/05/2022,New York Red Bulls,DC United,4.0,1.0,H,1.59,4.28,5.93
12414,MLS,29/05/2022,Toronto FC,Chicago Fire,3.0,2.0,H,2.77,3.68,2.55
12415,MLS,29/05/2022,CF Montreal,FC Cincinnati,4.0,3.0,H,1.82,4.11,4.21
12416,MLS,29/05/2022,New England Revolution,Philadelphia Union,1.0,1.0,D,2.03,3.65,3.81
12417,MLS,29/05/2022,Orlando City,FC Dallas,1.0,3.0,A,2.52,3.32,3.04
12418,MLS,29/05/2022,Inter Miami,Portland Timbers,2.0,1.0,H,2.41,3.51,3.05
12419,MLS,29/05/2022,Minnesota United,New York City,0.0,1.0,A,3.49,3.77,2.1
12420,MLS,29/05/2022,Colorado Rapids,Nashville SC,1.0,3.0,A,1.89,3.41,4.81
12421,MLS,29/05/2022,Sporting Kansas City,Vancouver Whitecaps,0.0,1.0,A,2.2,3.18,3.87
12422,MLS,29/05/2022,Real Salt Lake,Houston Dynamo,3.0,0.0,H,1.93,3.64,4.24
12423,MLS,29/05/2022,Los Angeles Galaxy,Austin FC,4.0,1.0,H,1.83,4.13,4.16
12424,MLS,30/05/2022,Seattle Sounders,Charlotte,2.0,1.0,H,1.6,4.22,5.88
12425,MLS,05/06/2022,Vancouver Whitecaps,Real Salt Lake,2.0,1.0,H,3.07,3.24,2.54
12426,MLS,11/06/2022,Charlotte,New York Red Bulls,2.0,0.0,H,4.31,3.63,1.92
12427,MLS,12/06/2022,Nashville SC,San Jose Earthquakes,0.0,0.0,D,1.91,3.8,4.15
12428,MLS,12/06/2022,Sporting Kansas City,New England Revolution,1.0,2.0,A,3.17,3.43,2.38
