,league,date,home,away,home_goals_ht,away_goals_ht,result_ht,home_goals_ft,away_goals_ft,result_ft,home_odds,draw_odds,away_odds,morethan_2.5_goals_odds
705,Premier League,2017-04-22,Swansea,Stoke,1,0,H,2,0,H,2.2,3.4,3.6,
706,Premier League,2017-04-22,West Ham,Everton,0,0,D,0,0,D,3.3,3.6,2.25,
707,Premier League,2017-04-23,Burnley,Man United,0,2,A,0,2,A,5.75,4.0,1.67,
708,Premier League,2017-04-23,Liverpool,Crystal Palace,1,1,D,1,2,A,1.5,4.75,7.0,
709,Premier League,2017-04-25,Chelsea,Southampton,2,1,H,4,2,H,1.45,4.6,8.5,
710,Premier League,2017-04-26,Arsenal,Leicester,0,0,D,1,0,H,1.6,4.5,5.75,
711,Premier League,2017-04-26,Crystal Palace,Tottenham,0,0,D,0,1,A,5.5,4.2,1.65,
712,Premier League,2017-04-26,Middlesbrough,Sunderland,1,0,H,1,0,H,2.3,3.4,3.4,
713,Premier League,2017-04-27,Man City,Man United,0,0,D,0,0,D,1.91,3.75,4.2,
714,Premier League,2017-04-29,Crystal Palace,Burnley,0,1,A,0,2,A,1.75,3.5,4.75,
715,Premier League,2017-04-29,Southampton,Hull,0,0,D,0,0,D,1.6,3.75,5.75,
716,Premier League,2017-04-29,Stoke,West Ham,0,0,D,0,0,D,2.0,3.5,3.6,
717,Premier League,2017-04-29,Sunderland,Bournemouth,0,0,D,0,1,A,3.0,3.4,2.3,
718,Premier League,2017-04-29,West Brom,Leicester,0,1,A,0,1,A,2.4,3.5,2.75,
719,Premier League,2017-04-30,Everton,Chelsea,0,0,D,0,3,A,3.5,3.6,2.0,
720,Premier League,2017-04-30,Man United,Swansea,1,0,H,1,1,D,1.36,4.75,8.0,
721,Premier League,2017-04-30,Middlesbrough,Man City,1,0,H,2,2,D,13.0,5.25,1.25,
722,Premier League,2017-04-30,Tottenham,Arsenal,0,0,D,2,0,H,1.85,3.75,4.0,
723,Premier League,2017-01-05,Watford,Liverpool,0,1,A,0,1,A,5.75,4.5,1.5,
724,Premier League,2017-05-05,West Ham,Tottenham,0,0,D,1,0,H,8.5,5.25,1.4,
725,Premier League,2017-06-05,Bournemouth,Stoke,0,1,A,2,2,D,2.25,3.6,3.3,
726,Premier League,2017-06-05,Burnley,West Brom,0,0,D,2,2,D,2.25,3.3,3.6,
727,Premier League,2017-06-05,Hull,Sunderland,0,0,D,0,2,A,1.44,4.75,8.0,
728,Premier League,2017-06-05,Leicester,Watford,1,0,H,3,0,H,1.57,4.2,6.5,
729,Premier League,2017-06-05,Man City,Crystal Palace,1,0,H,5,0,H,1.29,6.5,11.0,
730,Premier League,2017-06-05,Swansea,Everton,1,0,H,1,0,H,2.8,3.5,2.63,
731,Premier League,2017-07-05,Arsenal,Man United,0,0,D,2,0,H,1.91,3.7,4.33,
732,Premier League,2017-07-05,Liverpool,Southampton,0,0,D,0,0,D,1.62,4.2,6.0,
733,Premier League,2017-08-05,Chelsea,Middlesbrough,2,0,H,3,0,H,1.17,9.0,19.0,
734,Premier League,2017-10-05,Southampton,Arsenal,0,0,D,0,2,A,3.6,3.8,2.05,
735,Premier League,2017-12-05,Everton,Watford,0,0,D,1,0,H,1.5,4.5,7.5,
736,Premier League,2017-12-05,West Brom,Chelsea,0,0,D,0,1,A,10.0,5.25,1.36,
737,Premier League,2017-05-13,Bournemouth,Burnley,1,0,H,2,1,H,1.91,3.75,4.2,
738,Premier League,2017-05-13,Man City,Leicester,2,1,H,2,1,H,1.25,7.0,12.0,
739,Premier League,2017-05-13,Middlesbrough,Southampton,0,1,A,1,2,A,4.0,3.6,2.0,
740,Premier League,2017-05-13,Stoke,Arsenal,0,1,A,1,4,A,4.75,4.1,1.75,
741,Premier League,2017-05-13,Sunderland,Swansea,0,2,A,0,2,A,4.2,3.8,1.91,
742,Premier League,2017-05-14,Crystal Palace,Hull,2,0,H,4,0,H,2.1,3.6,3.75,
743,Premier League,2017-05-14,Tottenham,Man United,1,0,H,2,1,H,1.73,3.9,5.25,
744,Premier League,2017-05-14,West Ham,Liverpool,0,1,A,0,4,A,5.25,4.0,1.7,
745,Premier League,2017-05-15,Chelsea,Watford,2,1,H,4,3,H,1.25,6.75,13.0,
746,Premier League,2017-05-16,Arsenal,Sunderland,0,0,D,2,0,H,1.09,13.0,29.0,
747,Premier League,2017-05-16,Man City,West Brom,2,0,H,3,1,H,1.14,9.0,23.0,
748,Premier League,2017-05-17,Southampton,Man United,0,0,D,0,0,D,2.75,3.3,2.8,
749,Premier League,2017-05-18,Leicester,Tottenham,0,2,A,1,6,A,4.5,3.8,1.85,
750,Premier League,2017-05-21,Arsenal,Everton,2,0,H,3,1,H,1.45,5.0,7.5,
751,Premier League,2017-05-21,Burnley,West Ham,1,1,D,1,2,A,2.45,3.5,3.0,
752,Premier League,2017-05-21,Chelsea,Sunderland,1,1,D,5,1,H,1.14,9.0,23.0,
753,Premier League,2017-05-21,Hull,Tottenham,0,3,A,1,7,A,7.0,4.75,1.5,
754,Premier League,2017-05-21,Leicester,Bournemouth,0,1,A,1,1,D,2.0,3.6,4.0,
755,Premier League,2017-05-21,Liverpool,Middlesbrough,1,0,H,3,0,H,1.14,9.0,23.0,
756,Premier League,2017-05-21,Man United,Crystal Palace,2,0,H,2,0,H,2.5,3.3,3.1,
757,Premier League,2017-05-21,Southampton,Stoke,0,0,D,0,1,A,1.8,3.8,4.75,
758,Premier League,2017-05-21,Swansea,West Brom,0,1,A,2,1,H,2.1,3.5,3.75,
759,Premier League,2017-05-21,Watford,Man City,0,4,A,0,5,A,11.0,6.0,1.3,
760,Premier League,2017-11-08,Arsenal,Leicester,2,2,D,4,3,H,1.53,4.5,6.5,
761,Premier League,2017-12-08,Brighton,Man City,0,0,D,0,2,A,11.0,5.5,1.33,
762,Premier League,2017-12-08,Chelsea,Burnley,0,3,A,2,3,A,1.25,6.5,15.0,
763,Premier League,2017-12-08,Crystal Palace,Huddersfield,0,2,A,0,3,A,1.83,3.6,5.0,
764,Premier League,2017-12-08,Everton,Stoke,1,0,H,1,0,H,1.7,3.8,5.75,
765,Premier League,2017-12-08,Southampton,Swansea,0,0,D,0,0,D,1.62,4.0,6.5,
766,Premier League,2017-12-08,Watford,Liverpool,2,1,H,3,3,D,6.0,4.2,1.62,
767,Premier League,2017-12-08,West Brom,Bournemouth,1,0,H,1,0,H,2.4,3.3,3.3,
768,Premier League,2017-08-13,Man United,West Ham,1,0,H,4,0,H,1.3,5.75,12.0,
769,Premier League,2017-08-13,Newcastle,Tottenham,0,0,D,0,2,A,5.5,4.0,1.7,
770,Premier League,2017-08-19,Bournemouth,Watford,0,0,D,0,2,A,2.0,3.6,4.0,
771,Premier League,2017-08-19,Burnley,West Brom,0,0,D,0,1,A,2.63,3.2,3.0,
772,Premier League,2017-08-19,Leicester,Brighton,1,0,H,2,0,H,1.73,3.8,5.5,
773,Premier League,2017-08-19,Liverpool,Crystal Palace,0,0,D,1,0,H,1.36,5.25,9.5,
774,Premier League,2017-08-19,Southampton,West Ham,2,1,H,3,2,H,1.75,3.8,5.25,
775,Premier League,2017-08-19,Stoke,Arsenal,0,0,D,1,0,H,4.5,3.8,1.85,
776,Premier League,2017-08-19,Swansea,Man United,0,1,A,0,4,A,11.0,5.0,1.36,
777,Premier League,2017-08-20,Huddersfield,Newcastle,0,0,D,1,0,H,2.5,3.25,3.2,
778,Premier League,2017-08-20,Tottenham,Chelsea,0,1,A,1,2,A,2.1,3.6,3.75,
779,Premier League,2017-08-21,Man City,Everton,0,1,A,1,1,D,1.33,5.75,10.0,
780,Premier League,2017-08-26,Bournemouth,Man City,1,1,D,1,2,A,11.0,6.0,1.3,
781,Premier League,2017-08-26,Crystal Palace,Swansea,0,1,A,0,2,A,1.95,3.5,4.33,
782,Premier League,2017-08-26,Huddersfield,Southampton,0,0,D,0,0,D,3.9,3.4,2.1,
783,Premier League,2017-08-26,Man United,Leicester,0,0,D,2,0,H,1.33,5.5,11.0,
784,Premier League,2017-08-26,Newcastle,West Ham,1,0,H,3,0,H,2.3,3.4,3.4,
785,Premier League,2017-08-26,Watford,Brighton,0,0,D,0,0,D,1.91,3.4,4.0,
786,Premier League,2017-08-27,Chelsea,Everton,2,0,H,2,0,H,1.45,4.5,8.5,
787,Premier League,2017-08-27,Liverpool,Arsenal,2,0,H,4,0,H,2.15,3.7,3.5,
788,Premier League,2017-08-27,Tottenham,Burnley,0,0,D,1,1,D,1.25,6.5,15.0,
789,Premier League,2017-08-27,West Brom,Stoke,0,0,D,1,1,D,2.4,3.1,3.5,
790,Premier League,2017-09-09,Arsenal,Bournemouth,2,0,H,3,0,H,1.36,5.5,9.0,
791,Premier League,2017-09-09,Brighton,West Brom,1,0,H,3,1,H,2.7,3.1,3.0,
792,Premier League,2017-09-09,Everton,Tottenham,0,2,A,0,3,A,3.8,3.5,2.1,
793,Premier League,2017-09-09,Leicester,Chelsea,0,1,A,1,2,A,4.75,3.9,1.8,
794,Premier League,2017-09-09,Man City,Liverpool,2,0,H,5,0,H,1.85,4.0,4.2,
795,Premier League,2017-09-09,Southampton,Watford,0,1,A,0,2,A,1.65,4.0,6.0,
796,Premier League,2017-09-09,Stoke,Man United,1,1,D,2,2,D,7.5,4.5,1.5,
797,Premier League,2017-10-09,Burnley,Crystal Palace,1,0,H,1,0,H,2.3,3.25,3.5,
798,Premier League,2017-10-09,Swansea,Newcastle,0,0,D,0,1,A,2.4,3.25,3.3,
799,Premier League,2017-11-09,West Ham,Huddersfield,0,0,D,2,0,H,1.95,3.5,4.5,
800,Premier League,2017-09-15,Bournemouth,Brighton,0,0,D,2,1,H,2.15,3.4,3.8,
801,Premier League,2017-09-16,Crystal Palace,Southampton,0,1,A,0,1,A,3.0,3.3,2.6,
802,Premier League,2017-09-16,Huddersfield,Leicester,0,0,D,1,1,D,3.5,3.4,2.25,
803,Premier League,2017-09-16,Liverpool,Burnley,1,1,D,1,1,D,1.29,6.0,13.0,
804,Premier League,2017-09-16,Newcastle,Stoke,1,0,H,2,1,H,2.38,3.25,3.4,
805,Premier League,2017-09-16,Tottenham,Swansea,0,0,D,0,0,D,1.22,7.0,15.0,
806,Premier League,2017-09-16,Watford,Man City,0,3,A,0,6,A,9.0,6.0,1.33,
807,Premier League,2017-09-16,West Brom,West Ham,0,0,D,0,0,D,2.38,3.25,3.4,
808,Premier League,2017-09-17,Chelsea,Arsenal,0,0,D,0,0,D,1.8,4.0,4.5,
809,Premier League,2017-09-17,Man United,Everton,1,0,H,4,0,H,1.36,5.25,10.0,
810,Premier League,2017-09-23,Burnley,Huddersfield,0,0,D,0,0,D,2.15,3.25,3.9,
811,Premier League,2017-09-23,Everton,Bournemouth,0,0,D,2,1,H,1.65,4.0,5.75,
812,Premier League,2017-09-23,Leicester,Liverpool,1,2,A,2,3,A,4.1,3.9,1.91,
813,Premier League,2017-09-23,Man City,Crystal Palace,1,0,H,5,0,H,1.14,10.0,21.0,
814,Premier League,2017-09-23,Southampton,Man United,0,1,A,0,1,A,5.5,3.8,1.73,
815,Premier League,2017-09-23,Stoke,Chelsea,0,2,A,0,4,A,6.0,4.1,1.62,
816,Premier League,2017-09-23,Swansea,Watford,0,1,A,1,2,A,2.4,3.3,3.25,
817,Premier League,2017-09-23,West Ham,Tottenham,0,2,A,2,3,A,6.0,4.33,1.6,
818,Premier League,2017-09-24,Brighton,Newcastle,0,0,D,1,0,H,2.8,3.1,2.9,
819,Premier League,2017-09-25,Arsenal,West Brom,1,0,H,2,0,H,1.33,5.5,11.0,
820,Premier League,2017-09-30,Bournemouth,Leicester,0,0,D,0,0,D,2.8,3.25,2.5,
821,Premier League,2017-09-30,Chelsea,Man City,0,0,D,0,1,A,2.75,3.3,2.5,
822,Premier League,2017-09-30,Huddersfield,Tottenham,0,3,A,0,4,A,8.5,4.75,1.36,
823,Premier League,2017-09-30,Man United,Crystal Palace,2,0,H,4,0,H,1.17,7.0,15.0,
824,Premier League,2017-09-30,Stoke,Southampton,1,0,H,2,1,H,2.88,3.2,2.45,
825,Premier League,2017-09-30,West Brom,Watford,2,1,H,2,2,D,2.15,3.2,3.5,
826,Premier League,2017-09-30,West Ham,Swansea,0,0,D,1,0,H,1.8,3.5,4.5,
827,Premier League,2017-01-10,Arsenal,Brighton,1,0,H,2,0,H,1.2,6.5,13.0,
828,Premier League,2017-01-10,Everton,Burnley,0,1,A,0,1,A,1.67,3.6,5.75,
829,Premier League,2017-01-10,Newcastle,Liverpool,1,1,D,1,1,D,5.0,3.8,1.67,
830,Premier League,2017-10-14,Burnley,West Ham,0,1,A,1,1,D,2.75,3.25,2.8,
831,Premier League,2017-10-14,Crystal Palace,Chelsea,2,1,H,2,1,H,9.0,5.0,1.4,
832,Premier League,2017-10-14,Liverpool,Man United,0,0,D,0,0,D,2.8,3.25,2.8,
833,Premier League,2017-10-14,Man City,Stoke,3,1,H,7,2,H,1.14,9.5,21.0,
834,Premier League,2017-10-14,Swansea,Huddersfield,1,0,H,2,0,H,2.2,3.25,3.75,
835,Premier League,2017-10-14,Tottenham,Bournemouth,0,0,D,1,0,H,1.2,8.0,15.0,
836,Premier League,2017-10-14,Watford,Arsenal,0,1,A,2,1,H,5.25,4.33,1.65,
837,Premier League,2017-10-15,Brighton,Everton,0,0,D,1,1,D,3.25,3.3,2.4,
838,Premier League,2017-10-15,Southampton,Newcastle,0,1,A,2,2,D,1.91,3.6,4.5,
839,Premier League,2017-10-16,Leicester,West Brom,0,0,D,1,1,D,2.05,3.4,4.2,
840,Premier League,2017-10-20,West Ham,Brighton,0,2,A,0,3,A,1.83,3.5,5.25,
841,Premier League,2017-10-21,Chelsea,Watford,1,1,D,4,2,H,1.36,5.25,10.0,
842,Premier League,2017-10-21,Huddersfield,Man United,2,0,H,2,1,H,11.0,5.0,1.36,
843,Premier League,2017-10-21,Man City,Burnley,1,0,H,3,0,H,1.11,12.0,26.0,
844,Premier League,2017-10-21,Newcastle,Crystal Palace,0,0,D,1,0,H,2.0,3.5,4.2,
845,Premier League,2017-10-21,Southampton,West Brom,0,0,D,1,0,H,1.85,3.39,5.25,
846,Premier League,2017-10-21,Stoke,Bournemouth,0,2,A,1,2,A,2.14,3.5,3.6,
847,Premier League,2017-10-21,Swansea,Leicester,0,1,A,1,2,A,2.79,3.25,2.75,
848,Premier League,2017-10-22,Everton,Arsenal,1,1,D,2,5,A,3.79,3.6,2.04,
849,Premier League,2017-10-22,Tottenham,Liverpool,3,1,H,4,1,H,2.25,3.5,3.39,
850,Premier League,2017-10-28,Arsenal,Swansea,0,1,A,2,1,H,1.25,7.0,12.0,
851,Premier League,2017-10-28,Bournemouth,Chelsea,0,0,D,0,1,A,6.0,4.2,1.61,
852,Premier League,2017-10-28,Crystal Palace,West Ham,0,2,A,2,2,D,2.39,3.29,3.29,
853,Premier League,2017-10-28,Liverpool,Huddersfield,0,0,D,3,0,H,1.25,6.75,13.0,
854,Premier League,2017-10-28,Man United,Tottenham,0,0,D,1,0,H,2.14,3.39,3.79,
855,Premier League,2017-10-28,Watford,Stoke,0,1,A,0,1,A,2.04,3.6,3.79,
856,Premier League,2017-10-28,West Brom,Man City,1,2,A,2,3,A,11.0,6.5,1.28,
857,Premier League,2017-10-29,Brighton,Southampton,0,1,A,1,1,D,3.29,3.2,2.45,
858,Premier League,2017-10-29,Leicester,Everton,2,0,H,2,0,H,2.14,3.39,3.75,
859,Premier League,2017-10-30,Burnley,Newcastle,0,0,D,1,0,H,2.89,3.2,2.7,
860,Premier League,2017-04-11,Huddersfield,West Brom,1,0,H,1,0,H,2.79,3.0,3.0,
861,Premier League,2017-04-11,Newcastle,Bournemouth,0,0,D,0,1,A,2.0,3.5,4.2,
862,Premier League,2017-04-11,Southampton,Burnley,0,0,D,0,1,A,1.66,3.75,6.5,
863,Premier League,2017-04-11,Stoke,Leicester,1,1,D,2,2,D,2.7,3.29,2.87,
864,Premier League,2017-04-11,Swansea,Brighton,0,1,A,0,1,A,2.39,3.2,3.39,
865,Premier League,2017-04-11,West Ham,Liverpool,0,2,A,1,4,A,5.25,4.33,1.66,
866,Premier League,2017-05-11,Chelsea,Man United,0,0,D,1,0,H,2.5,3.2,3.2,
867,Premier League,2017-05-11,Everton,Watford,0,0,D,3,2,H,2.2,3.39,3.6,
868,Premier League,2017-05-11,Man City,Arsenal,1,0,H,3,1,H,1.39,5.5,7.5,
869,Premier League,2017-05-11,Tottenham,Crystal Palace,0,0,D,1,0,H,1.28,6.0,12.0,
870,Premier League,2017-11-18,Arsenal,Tottenham,2,0,H,2,0,H,2.5,3.6,2.89,
871,Premier League,2017-11-18,Bournemouth,Huddersfield,2,0,H,4,0,H,1.83,3.5,5.25,
872,Premier League,2017-11-18,Burnley,Swansea,2,0,H,2,0,H,2.14,3.2,4.0,
873,Premier League,2017-11-18,Crystal Palace,Everton,2,2,D,2,2,D,2.39,3.25,3.29,
874,Premier League,2017-11-18,Leicester,Man City,0,1,A,0,2,A,9.5,5.75,1.33,
875,Premier League,2017-11-18,Liverpool,Southampton,2,0,H,3,0,H,1.39,5.0,9.0,
876,Premier League,2017-11-18,Man United,Newcastle,2,1,H,4,1,H,1.28,5.75,13.0,
877,Premier League,2017-11-18,West Brom,Chelsea,0,3,A,0,4,A,6.5,4.0,1.61,
878,Premier League,2017-11-19,Watford,West Ham,1,0,H,2,0,H,2.1,3.5,3.75,
879,Premier League,2017-11-20,Brighton,Stoke,1,2,A,2,2,D,2.39,3.2,3.39,
880,Premier League,2017-11-24,West Ham,Leicester,1,1,D,1,1,D,2.7,3.39,2.75,
881,Premier League,2017-11-25,Crystal Palace,Stoke,0,0,D,2,1,H,2.04,3.5,4.0,
882,Premier League,2017-11-25,Liverpool,Chelsea,0,0,D,1,1,D,2.14,3.6,3.5,
883,Premier League,2017-11-25,Man United,Brighton,0,0,D,1,0,H,1.19,7.0,19.0,
884,Premier League,2017-11-25,Newcastle,Watford,0,2,A,0,3,A,2.2,3.5,3.5,
885,Premier League,2017-11-25,Swansea,Bournemouth,0,0,D,0,0,D,2.79,3.25,2.79,
886,Premier League,2017-11-25,Tottenham,West Brom,0,1,A,1,1,D,1.25,6.0,16.0,
887,Premier League,2017-11-26,Burnley,Arsenal,0,0,D,0,1,A,6.5,4.5,1.53,
888,Premier League,2017-11-26,Huddersfield,Man City,1,0,H,1,2,A,17.0,8.0,1.18,
889,Premier League,2017-11-26,Southampton,Everton,1,1,D,4,1,H,1.9,3.39,4.75,
890,Premier League,2017-11-28,Brighton,Crystal Palace,0,0,D,0,0,D,2.7,3.1,3.0,
891,Premier League,2017-11-28,Leicester,Tottenham,2,0,H,2,1,H,5.0,3.89,1.75,
892,Premier League,2017-11-28,Watford,Man United,0,3,A,2,4,A,5.25,3.89,1.72,
893,Premier League,2017-11-28,West Brom,Newcastle,1,0,H,2,2,D,2.37,3.1,3.5,
894,Premier League,2017-11-29,Arsenal,Huddersfield,1,0,H,5,0,H,1.19,7.5,17.0,
895,Premier League,2017-11-29,Bournemouth,Burnley,0,1,A,1,2,A,2.0,3.39,4.33,
896,Premier League,2017-11-29,Chelsea,Swansea,0,0,D,1,0,H,1.18,8.0,17.0,
897,Premier League,2017-11-29,Everton,West Ham,2,0,H,4,0,H,2.37,3.29,3.29,
898,Premier League,2017-11-29,Man City,Southampton,0,0,D,2,1,H,1.19,8.0,15.0,
899,Premier League,2017-11-29,Stoke,Liverpool,0,1,A,0,3,A,6.5,4.5,1.55,
900,Premier League,2017-02-12,Arsenal,Man United,0,2,A,1,3,A,2.5,3.39,3.0,
901,Premier League,2017-02-12,Brighton,Liverpool,0,2,A,1,5,A,7.5,4.5,1.5,
902,Premier League,2017-02-12,Chelsea,Newcastle,2,1,H,3,1,H,1.25,6.5,15.0,
903,Premier League,2017-02-12,Everton,Huddersfield,0,0,D,2,0,H,1.72,3.79,5.5,
904,Premier League,2017-02-12,Leicester,Burnley,1,0,H,1,0,H,1.83,3.6,5.0,
905,Premier League,2017-02-12,Stoke,Swansea,2,1,H,2,1,H,1.95,3.39,4.5,
906,Premier League,2017-02-12,Watford,Tottenham,1,1,D,1,1,D,5.0,4.0,1.72,
907,Premier League,2017-02-12,West Brom,Crystal Palace,0,0,D,0,0,D,2.5,3.2,3.2,
908,Premier League,2017-03-12,Bournemouth,Southampton,1,0,H,1,1,D,2.89,3.25,2.39,
909,Premier League,2017-03-12,Man City,West Ham,0,1,A,2,1,H,1.08,11.0,21.0,
910,Premier League,2017-09-12,Burnley,Watford,1,0,H,1,0,H,2.6,3.25,3.0,
911,Premier League,2017-09-12,Crystal Palace,Bournemouth,2,2,D,2,2,D,2.04,3.5,4.0,
912,Premier League,2017-09-12,Huddersfield,Brighton,2,0,H,2,0,H,2.7,3.1,3.0,
913,Premier League,2017-09-12,Newcastle,Leicester,1,1,D,2,3,A,2.62,3.29,2.89,
914,Premier League,2017-09-12,Swansea,West Brom,0,0,D,1,0,H,2.7,3.1,3.0,
915,Premier League,2017-09-12,Tottenham,Stoke,1,0,H,5,1,H,1.28,6.5,11.0,
916,Premier League,2017-09-12,West Ham,Chelsea,1,0,H,1,0,H,7.5,4.5,1.5,
917,Premier League,2017-10-12,Liverpool,Everton,1,0,H,1,1,D,1.3,6.0,11.0,
918,Premier League,2017-10-12,Man United,Man City,1,1,D,1,2,A,3.39,3.5,2.25,
919,Premier League,2017-10-12,Southampton,Arsenal,1,0,H,1,1,D,4.0,3.75,1.95,
920,Premier League,2017-12-12,Burnley,Stoke,0,0,D,1,0,H,2.29,3.2,3.6,
921,Premier League,2017-12-12,Crystal Palace,Watford,0,1,A,2,1,H,2.29,3.5,3.25,
922,Premier League,2017-12-12,Huddersfield,Chelsea,0,2,A,1,3,A,9.0,4.5,1.44,
923,Premier League,2017-12-13,Liverpool,West Brom,0,0,D,0,0,D,1.22,7.0,15.0,
924,Premier League,2017-12-13,Man United,Bournemouth,1,0,H,1,0,H,1.28,6.0,12.0,
925,Premier League,2017-12-13,Newcastle,Everton,0,1,A,0,1,A,2.39,3.29,3.25,
926,Premier League,2017-12-13,Southampton,Leicester,0,3,A,1,4,A,2.1,3.39,3.89,
927,Premier League,2017-12-13,Swansea,Man City,0,2,A,0,4,A,15.0,6.5,1.25,
928,Premier League,2017-12-13,Tottenham,Brighton,1,0,H,2,0,H,1.25,6.5,15.0,
929,Premier League,2017-12-13,West Ham,Arsenal,0,0,D,0,0,D,5.25,4.2,1.66,
930,Premier League,2017-12-16,Arsenal,Newcastle,1,0,H,1,0,H,1.25,6.5,14.0,
931,Premier League,2017-12-16,Brighton,Burnley,0,0,D,0,0,D,2.62,3.0,3.2,
932,Premier League,2017-12-16,Chelsea,Southampton,1,0,H,1,0,H,1.39,5.0,9.0,
933,Premier League,2017-12-16,Leicester,Crystal Palace,0,2,A,0,3,A,1.89,3.6,4.5,
934,Premier League,2017-12-16,Man City,Tottenham,1,0,H,4,1,H,1.55,4.59,6.0,
935,Premier League,2017-12-16,Stoke,West Ham,0,1,A,0,3,A,2.29,3.29,3.5,
936,Premier League,2017-12-16,Watford,Huddersfield,0,2,A,1,4,A,1.8,3.75,5.0,
937,Premier League,2017-12-17,Bournemouth,Liverpool,0,3,A,0,4,A,6.5,4.5,1.53,
938,Premier League,2017-12-17,West Brom,Man United,0,2,A,1,2,A,6.5,4.0,1.6,
939,Premier League,2017-12-18,Everton,Swansea,1,1,D,3,1,H,1.72,3.75,5.5,
940,Premier League,2017-12-22,Arsenal,Liverpool,0,1,A,3,3,D,2.54,3.6,2.79,
941,Premier League,2017-12-23,Brighton,Watford,0,0,D,1,0,H,2.62,3.2,3.0,
942,Premier League,2017-12-23,Burnley,Tottenham,0,1,A,0,3,A,7.0,4.2,1.55,
943,Premier League,2017-12-23,Everton,Chelsea,0,0,D,0,0,D,6.0,3.89,1.66,
944,Premier League,2017-12-23,Leicester,Man United,1,1,D,2,2,D,4.5,3.6,1.9,
945,Premier League,2017-12-23,Man City,Bournemouth,1,0,H,4,0,H,1.12,11.0,23.0,
946,Premier League,2017-12-23,Southampton,Huddersfield,1,0,H,1,1,D,1.61,3.89,6.5,
947,Premier League,2017-12-23,Stoke,West Brom,2,0,H,3,1,H,2.29,3.25,3.5,
948,Premier League,2017-12-23,Swansea,Crystal Palace,0,0,D,1,1,D,3.29,3.2,2.45,
949,Premier League,2017-12-23,West Ham,Newcastle,1,1,D,2,3,A,2.1,3.39,3.89,
950,Premier League,2017-12-26,Bournemouth,West Ham,1,1,D,3,3,D,2.79,3.29,2.75,
951,Premier League,2017-12-26,Chelsea,Brighton,0,0,D,2,0,H,1.19,7.5,17.0,
952,Premier League,2017-12-26,Huddersfield,Stoke,1,0,H,1,1,D,2.5,3.2,3.2,
953,Premier League,2017-12-26,Liverpool,Swansea,1,0,H,5,0,H,1.16,9.0,19.0,
954,Premier League,2017-12-26,Man United,Burnley,0,2,A,2,2,D,1.25,6.5,15.0,
955,Premier League,2017-12-26,Tottenham,Southampton,2,0,H,5,2,H,1.36,5.25,10.0,
956,Premier League,2017-12-26,Watford,Leicester,1,1,D,2,1,H,2.54,3.5,2.87,
957,Premier League,2017-12-26,West Brom,Everton,0,0,D,0,0,D,2.54,3.2,3.1,
958,Premier League,2017-12-27,Newcastle,Man City,0,1,A,0,1,A,13.0,6.75,1.25,
959,Premier League,2017-12-28,Crystal Palace,Arsenal,0,1,A,2,3,A,4.5,4.0,1.8,
960,Premier League,2017-12-30,Bournemouth,Everton,1,0,H,2,1,H,2.37,3.29,3.29,
961,Premier League,2017-12-30,Chelsea,Stoke,3,0,H,5,0,H,1.16,8.5,19.0,
962,Premier League,2017-12-30,Huddersfield,Burnley,0,0,D,0,0,D,2.37,3.1,3.5,
963,Premier League,2017-12-30,Liverpool,Leicester,0,1,A,2,1,H,1.3,6.0,11.0,
964,Premier League,2017-12-30,Man United,Southampton,0,0,D,0,0,D,1.36,5.5,9.0,
965,Premier League,2017-12-30,Newcastle,Brighton,0,0,D,0,0,D,2.14,3.2,4.0,
966,Premier League,2017-12-30,Watford,Swansea,1,0,H,1,2,A,1.66,3.79,6.0,
967,Premier League,2017-12-31,Crystal Palace,Man City,0,0,D,0,0,D,11.0,6.5,1.28,
968,Premier League,2017-12-31,West Brom,Arsenal,0,0,D,1,1,D,5.0,4.0,1.72,
969,Premier League,2018-01-01,Brighton,Bournemouth,1,1,D,2,2,D,2.37,3.2,3.39,
970,Premier League,2018-01-01,Burnley,Liverpool,0,0,D,1,2,A,7.5,4.5,1.5,
971,Premier League,2018-01-01,Everton,Man United,0,0,D,0,2,A,5.5,3.5,1.8,
972,Premier League,2018-01-01,Leicester,Huddersfield,0,0,D,3,0,H,1.66,3.79,6.0,
973,Premier League,2018-01-01,Stoke,Newcastle,0,0,D,0,1,A,2.29,3.29,3.5,
974,Premier League,2018-02-01,Man City,Watford,2,0,H,3,1,H,1.12,8.5,19.0,
975,Premier League,2018-02-01,Southampton,Crystal Palace,1,0,H,1,2,A,1.9,3.39,4.0,
976,Premier League,2018-02-01,Swansea,Tottenham,0,1,A,0,2,A,12.0,4.75,1.3,
977,Premier League,2018-02-01,West Ham,West Brom,0,1,A,2,1,H,1.9,3.39,4.09,
978,Premier League,2018-03-01,Arsenal,Chelsea,0,0,D,2,2,D,2.6,3.39,2.6,
979,Premier League,2018-04-01,Tottenham,West Ham,0,0,D,1,1,D,1.25,6.0,10.0,
980,Premier League,2018-01-13,Chelsea,Leicester,0,0,D,0,0,D,1.3,5.75,12.0,
981,Premier League,2018-01-13,Crystal Palace,Burnley,1,0,H,1,0,H,2.0,3.29,4.5,
982,Premier League,2018-01-13,Huddersfield,West Ham,1,1,D,1,4,A,2.62,3.1,3.1,
983,Premier League,2018-01-13,Newcastle,Swansea,0,0,D,1,1,D,1.95,3.39,4.5,
