,league,date,home,away,home_goals_ht,away_goals_ht,result_ht,home_goals_ft,away_goals_ft,result_ft,home_odds,draw_odds,away_odds,morethan_2.5_goals_odds
18616,Eredivisie,2015-11-29,Zwolle,Ajax,0,1,A,0,2,A,4.75,3.6,1.73,
18617,Eredivisie,2015-04-12,AZ Alkmaar,Den Haag,0,1,A,0,1,A,1.73,4.0,4.33,
18618,Eredivisie,2015-05-12,Ajax,Heerenveen,3,0,H,5,2,H,1.29,5.5,9.5,
18619,Eredivisie,2015-05-12,Excelsior,Twente,1,0,H,1,1,D,2.0,3.5,3.5,
18620,Eredivisie,2015-05-12,Graafschap,Utrecht,0,1,A,0,1,A,3.5,3.6,2.0,
18621,Eredivisie,2015-05-12,Vitesse,PSV Eindhoven,0,0,D,0,1,A,3.3,3.6,2.05,
18622,Eredivisie,2015-06-12,Feyenoord,Heracles,1,0,H,3,0,H,1.3,5.25,9.5,
18623,Eredivisie,2015-06-12,Nijmegen,Zwolle,0,2,A,2,2,D,2.0,3.6,3.5,
18624,Eredivisie,2015-06-12,Roda,Groningen,0,0,D,0,0,D,2.8,3.5,2.38,
18625,Eredivisie,2015-06-12,Willem II,Cambuur,1,0,H,3,0,H,1.7,3.75,4.75,
18626,Eredivisie,2015-11-12,Heerenveen,Excelsior,1,0,H,2,1,H,1.65,3.75,5.25,
18627,Eredivisie,2015-12-12,Cambuur,Nijmegen,1,1,D,3,1,H,3.1,3.25,2.3,
18628,Eredivisie,2015-12-12,Den Haag,Willem II,1,0,H,1,1,D,1.95,3.6,3.6,
18629,Eredivisie,2015-12-12,PSV Eindhoven,Roda,0,0,D,1,1,D,1.1,9.0,21.0,
18630,Eredivisie,2015-12-12,Twente,Graafschap,1,1,D,2,1,H,1.7,4.0,4.33,
18631,Eredivisie,2015-12-13,Groningen,Feyenoord,1,0,H,1,1,D,4.75,3.8,1.7,
18632,Eredivisie,2015-12-13,Heracles,Vitesse,0,0,D,1,1,D,2.8,3.5,2.38,
18633,Eredivisie,2015-12-13,Utrecht,Ajax,0,0,D,1,0,H,4.2,3.75,1.8,
18634,Eredivisie,2015-12-13,Zwolle,AZ Alkmaar,2,0,H,2,1,H,2.2,3.5,3.1,
18635,Eredivisie,2015-12-18,Vitesse,Twente,2,1,H,5,1,H,1.4,5.0,6.5,
18636,Eredivisie,2015-12-19,AZ Alkmaar,Utrecht,1,0,H,2,2,D,2.15,3.5,3.2,
18637,Eredivisie,2015-12-19,Heracles,Groningen,1,1,D,2,1,H,2.2,3.4,3.2,
18638,Eredivisie,2015-12-19,PSV Eindhoven,Zwolle,2,2,D,3,2,H,1.22,6.5,10.5,
18639,Eredivisie,2015-12-20,Ajax,Graafschap,1,1,D,2,1,H,1.1,9.0,21.0,
18640,Eredivisie,2015-12-20,Excelsior,Cambuur,0,1,A,1,4,A,1.95,3.5,3.75,
18641,Eredivisie,2015-12-20,Heerenveen,Den Haag,0,1,A,0,4,A,2.0,3.6,3.5,
18642,Eredivisie,2015-12-20,Nijmegen,Feyenoord,0,1,A,3,1,H,4.2,4.0,1.75,
18643,Eredivisie,2015-12-20,Willem II,Roda,2,1,H,3,2,H,1.62,4.0,5.25,
18644,Eredivisie,2016-01-15,Twente,Heracles,2,0,H,4,0,H,2.3,3.6,2.8,
18645,Eredivisie,2016-01-16,Cambuur,Vitesse,0,0,D,0,2,A,3.8,3.8,1.85,
18646,Eredivisie,2016-01-16,Graafschap,Excelsior,0,0,D,2,0,H,2.3,3.5,2.88,
18647,Eredivisie,2016-01-16,Roda,AZ Alkmaar,0,1,A,0,1,A,3.25,3.6,2.1,
18648,Eredivisie,2016-01-16,Zwolle,Heerenveen,2,0,H,5,2,H,2.05,3.6,3.3,
18649,Eredivisie,2016-01-17,Den Haag,Ajax,0,1,A,0,1,A,5.25,3.7,1.65,
18650,Eredivisie,2016-01-17,Feyenoord,PSV Eindhoven,0,0,D,0,2,A,2.5,3.4,2.7,
18651,Eredivisie,2016-01-17,Groningen,Utrecht,1,1,D,1,4,A,2.5,3.4,2.7,
18652,Eredivisie,2016-01-17,Nijmegen,Willem II,1,0,H,1,0,H,2.05,3.4,3.5,
18653,Eredivisie,2016-01-22,Groningen,Nijmegen,0,0,D,0,0,D,2.15,3.4,3.3,
18654,Eredivisie,2016-01-23,Ajax,Vitesse,1,0,H,1,0,H,1.55,4.2,5.5,
18655,Eredivisie,2016-01-23,Excelsior,Roda,0,0,D,0,1,A,2.0,3.5,3.6,
18656,Eredivisie,2016-01-23,Heerenveen,Willem II,0,1,A,3,1,H,2.05,3.4,3.5,
18657,Eredivisie,2016-01-23,Heracles,Graafschap,1,0,H,2,1,H,1.57,3.75,6.0,
18658,Eredivisie,2016-01-24,AZ Alkmaar,Feyenoord,2,1,H,4,2,H,4.0,3.6,1.85,
18659,Eredivisie,2016-01-24,Den Haag,Cambuur,0,1,A,2,1,H,1.67,3.8,5.0,
18660,Eredivisie,2016-01-24,PSV Eindhoven,Twente,3,1,H,4,2,H,1.2,7.0,11.0,
18661,Eredivisie,2016-01-24,Utrecht,Zwolle,0,0,D,1,0,H,1.73,3.5,5.0,
18662,Eredivisie,2016-01-26,Ajax,Heracles,0,0,D,0,0,D,1.29,6.0,8.5,
18663,Eredivisie,2016-01-26,Willem II,Groningen,1,0,H,1,1,D,2.0,3.4,3.75,
18664,Eredivisie,2016-01-27,AZ Alkmaar,Cambuur,3,0,H,3,1,H,1.44,4.5,6.5,
18665,Eredivisie,2016-01-27,Excelsior,PSV Eindhoven,0,1,A,1,3,A,8.5,5.0,1.33,
18666,Eredivisie,2016-01-27,Graafschap,Den Haag,0,1,A,3,1,H,3.3,3.4,2.15,
18667,Eredivisie,2016-01-27,Nijmegen,Twente,0,0,D,2,0,H,2.05,3.5,3.4,
18668,Eredivisie,2016-01-27,Vitesse,Zwolle,0,0,D,1,1,D,1.44,4.33,7.0,
18669,Eredivisie,2016-01-28,Feyenoord,Heerenveen,0,1,A,1,2,A,1.3,5.0,11.0,
18670,Eredivisie,2016-01-28,Roda,Utrecht,0,0,D,1,0,H,3.75,3.4,2.0,
18671,Eredivisie,2016-01-29,Willem II,Heracles,0,0,D,0,0,D,2.05,3.4,3.5,
18672,Eredivisie,2016-01-30,Nijmegen,AZ Alkmaar,0,2,A,0,3,A,2.63,3.4,2.55,
18673,Eredivisie,2016-01-30,PSV Eindhoven,Graafschap,3,0,H,4,2,H,1.08,11.0,21.0,
18674,Eredivisie,2016-01-30,Vitesse,Excelsior,0,0,D,0,0,D,1.3,5.5,8.5,
18675,Eredivisie,2016-01-30,Zwolle,Groningen,0,1,A,1,3,A,1.91,3.6,3.75,
18676,Eredivisie,2016-01-31,Cambuur,Heerenveen,0,0,D,0,1,A,3.0,3.4,2.3,
18677,Eredivisie,2016-01-31,Feyenoord,Den Haag,0,1,A,0,2,A,1.36,5.25,7.0,
18678,Eredivisie,2016-01-31,Roda,Ajax,1,2,A,2,2,D,7.0,4.33,1.44,
18679,Eredivisie,2016-01-31,Twente,Utrecht,3,0,H,3,1,H,2.7,3.4,2.5,
18680,Eredivisie,2016-05-02,Excelsior,Willem II,0,0,D,0,0,D,2.75,3.2,2.55,
18681,Eredivisie,2016-06-02,AZ Alkmaar,Vitesse,0,0,D,1,0,H,2.38,3.5,2.88,
18682,Eredivisie,2016-06-02,Den Haag,Roda,1,1,D,2,2,D,1.62,3.75,5.5,
18683,Eredivisie,2016-06-02,Heerenveen,Twente,1,1,D,1,3,A,1.85,3.8,3.8,
18684,Eredivisie,2016-06-02,Heracles,Zwolle,0,0,D,2,0,H,2.0,3.6,3.5,
18685,Eredivisie,2016-07-02,Ajax,Feyenoord,1,1,D,2,1,H,1.73,3.75,4.5,
18686,Eredivisie,2016-07-02,Graafschap,Nijmegen,1,0,H,1,1,D,2.63,3.5,2.5,
18687,Eredivisie,2016-07-02,Groningen,Cambuur,1,0,H,2,0,H,1.6,4.0,5.25,
18688,Eredivisie,2016-07-02,Utrecht,PSV Eindhoven,0,2,A,0,2,A,3.8,4.0,1.8,
18689,Eredivisie,2016-12-02,Cambuur,Utrecht,0,0,D,0,2,A,4.2,3.6,1.83,
18690,Eredivisie,2016-02-13,Heracles,AZ Alkmaar,1,3,A,3,6,A,2.88,3.4,2.38,
18691,Eredivisie,2016-02-13,Roda,Twente,0,0,D,0,1,A,2.5,3.2,2.8,
18692,Eredivisie,2016-02-13,Vitesse,Heerenveen,2,0,H,3,0,H,1.6,4.33,4.75,
18693,Eredivisie,2016-02-13,Willem II,Graafschap,0,0,D,0,0,D,1.67,3.5,5.5,
18694,Eredivisie,2016-02-14,Excelsior,Den Haag,1,1,D,2,4,A,2.7,3.3,2.55,
18695,Eredivisie,2016-02-14,Groningen,Ajax,0,0,D,1,2,A,4.75,3.4,1.8,
18696,Eredivisie,2016-02-14,Nijmegen,PSV Eindhoven,0,1,A,0,3,A,5.5,4.0,1.57,
18697,Eredivisie,2016-02-14,Zwolle,Feyenoord,1,1,D,3,1,H,3.3,3.5,2.1,
18698,Eredivisie,2016-02-19,Den Haag,Zwolle,0,1,A,0,2,A,2.0,3.5,3.6,
18699,Eredivisie,2016-02-20,AZ Alkmaar,Groningen,2,0,H,4,1,H,1.53,4.2,5.75,
18700,Eredivisie,2016-02-20,Heerenveen,Nijmegen,1,0,H,1,1,D,1.8,3.6,4.5,
18701,Eredivisie,2016-02-20,PSV Eindhoven,Heracles,2,0,H,2,0,H,1.25,6.0,10.0,
18702,Eredivisie,2016-02-20,Twente,Cambuur,2,0,H,3,0,H,1.5,4.33,6.0,
18703,Eredivisie,2016-02-21,Ajax,Excelsior,1,0,H,3,0,H,1.17,7.0,15.0,
18704,Eredivisie,2016-02-21,Feyenoord,Roda,1,0,H,1,1,D,1.44,4.33,8.0,
18705,Eredivisie,2016-02-21,Graafschap,Vitesse,1,1,D,2,2,D,5.0,3.8,1.67,
18706,Eredivisie,2016-02-21,Utrecht,Willem II,1,0,H,2,1,H,1.65,3.8,5.0,
18707,Eredivisie,2016-02-26,Excelsior,Nijmegen,1,0,H,2,0,H,2.4,3.4,2.8,
18708,Eredivisie,2016-02-27,Cambuur,Zwolle,0,0,D,1,0,H,3.3,3.6,2.05,
18709,Eredivisie,2016-02-27,PSV Eindhoven,Den Haag,0,0,D,2,0,H,1.29,5.75,9.0,
18710,Eredivisie,2016-02-27,Twente,Groningen,1,0,H,2,0,H,1.67,3.8,5.0,
18711,Eredivisie,2016-02-27,Vitesse,Willem II,0,0,D,0,1,A,1.5,4.0,7.0,
18712,Eredivisie,2016-02-28,Ajax,AZ Alkmaar,2,0,H,4,1,H,1.7,3.8,4.75,
18713,Eredivisie,2016-02-28,Graafschap,Heerenveen,0,0,D,0,1,A,3.25,3.6,2.1,
18714,Eredivisie,2016-02-28,Heracles,Roda,0,2,A,0,5,A,2.0,3.4,3.75,
18715,Eredivisie,2016-02-28,Utrecht,Feyenoord,1,2,A,1,2,A,2.3,3.4,3.0,
18716,Eredivisie,2016-04-03,Den Haag,Twente,1,0,H,2,1,H,2.5,3.4,2.7,
18717,Eredivisie,2016-05-03,Groningen,PSV Eindhoven,0,1,A,0,3,A,7.0,4.0,1.5,
18718,Eredivisie,2016-05-03,Heerenveen,Utrecht,0,1,A,0,4,A,2.38,3.4,2.88,
18719,Eredivisie,2016-05-03,Zwolle,Graafschap,2,0,H,2,1,H,1.62,4.0,5.0,
18720,Eredivisie,2016-06-03,AZ Alkmaar,Excelsior,0,0,D,2,0,H,1.36,5.0,7.5,
18721,Eredivisie,2016-06-03,Feyenoord,Cambuur,1,0,H,3,1,H,1.36,5.0,7.5,
18722,Eredivisie,2016-06-03,Nijmegen,Heracles,0,0,D,1,0,H,2.0,3.6,3.5,
18723,Eredivisie,2016-06-03,Roda,Vitesse,0,1,A,1,2,A,3.4,3.3,2.15,
18724,Eredivisie,2016-06-03,Willem II,Ajax,0,1,A,0,4,A,4.33,3.6,1.8,
18725,Eredivisie,2016-11-03,Graafschap,Roda,1,0,H,3,0,H,2.75,3.5,2.4,
18726,Eredivisie,2016-12-03,Excelsior,Groningen,0,0,D,2,1,H,2.5,3.4,2.7,
18727,Eredivisie,2016-12-03,PSV Eindhoven,Heerenveen,0,0,D,1,1,D,1.22,5.75,13.0,
18728,Eredivisie,2016-12-03,Twente,Zwolle,0,1,A,2,1,H,1.95,3.8,3.5,
18729,Eredivisie,2016-12-03,Willem II,AZ Alkmaar,0,0,D,0,2,A,3.5,3.4,2.05,
18730,Eredivisie,2016-03-13,Ajax,Nijmegen,1,1,D,2,2,D,1.25,5.75,11.0,
18731,Eredivisie,2016-03-13,Heracles,Cambuur,0,1,A,3,1,H,1.91,3.8,3.6,
18732,Eredivisie,2016-03-13,Utrecht,Den Haag,2,0,H,2,2,D,1.62,4.0,5.0,
18733,Eredivisie,2016-03-13,Vitesse,Feyenoord,0,0,D,0,2,A,2.5,3.25,2.8,
18734,Eredivisie,2016-03-18,Utrecht,Excelsior,2,1,H,2,1,H,1.3,5.25,9.5,
18735,Eredivisie,2016-03-19,Cambuur,Roda,0,0,D,0,1,A,2.6,3.3,2.63,
18736,Eredivisie,2016-03-19,Feyenoord,Graafschap,0,1,A,3,1,H,1.25,5.5,12.0,
18737,Eredivisie,2016-03-19,Heerenveen,Heracles,0,1,A,0,1,A,1.83,3.75,4.0,
18738,Eredivisie,2016-03-19,Zwolle,Willem II,2,1,H,4,1,H,2.0,3.3,3.8,
18739,Eredivisie,2016-03-20,Den Haag,Nijmegen,0,0,D,1,0,H,1.95,3.3,4.0,
18740,Eredivisie,2016-03-20,Groningen,Vitesse,0,0,D,0,3,A,3.0,3.6,2.2,
18741,Eredivisie,2016-03-20,PSV Eindhoven,Ajax,0,1,A,0,2,A,1.91,3.6,3.75,
18742,Eredivisie,2016-03-20,Twente,AZ Alkmaar,0,0,D,2,2,D,2.88,3.3,2.4,
18743,Eredivisie,2016-02-04,AZ Alkmaar,PSV Eindhoven,0,2,A,2,4,A,3.75,3.5,1.95,
18744,Eredivisie,2016-02-04,Feyenoord,Excelsior,2,0,H,3,0,H,1.25,6.0,10.0,
18745,Eredivisie,2016-02-04,Graafschap,Cambuur,1,1,D,2,2,D,2.05,3.4,3.5,
18746,Eredivisie,2016-02-04,Heracles,Utrecht,0,0,D,1,1,D,3.3,3.5,2.1,
18747,Eredivisie,2016-02-04,Willem II,Twente,2,0,H,2,3,A,2.5,3.3,2.75,
18748,Eredivisie,2016-03-04,Ajax,Zwolle,3,0,H,3,0,H,1.25,5.5,12.0,
18749,Eredivisie,2016-03-04,Den Haag,Groningen,0,0,D,0,1,A,1.83,3.75,4.0,
18750,Eredivisie,2016-03-04,Nijmegen,Vitesse,1,0,H,2,1,H,3.4,3.4,2.1,
18751,Eredivisie,2016-03-04,Roda,Heerenveen,0,0,D,1,2,A,2.15,3.4,3.25,
18752,Eredivisie,2016-08-04,Zwolle,Roda,0,1,A,3,1,H,1.91,3.6,3.8,
18753,Eredivisie,2016-09-04,Cambuur,Ajax,0,0,D,0,1,A,9.5,5.25,1.3,
18754,Eredivisie,2016-09-04,Excelsior,Heracles,0,2,A,1,3,A,2.6,3.4,2.6,
18755,Eredivisie,2016-09-04,PSV Eindhoven,Willem II,0,0,D,2,0,H,1.17,6.5,17.0,
18756,Eredivisie,2016-09-04,Vitesse,Den Haag,1,1,D,2,2,D,1.67,3.75,5.0,
18757,Eredivisie,2016-10-04,Groningen,Graafschap,1,1,D,3,1,H,1.7,3.8,4.75,
18758,Eredivisie,2016-10-04,Heerenveen,AZ Alkmaar,1,0,H,4,2,H,3.1,3.5,2.2,
18759,Eredivisie,2016-10-04,Twente,Feyenoord,0,1,A,0,1,A,3.5,3.6,2.0,
18760,Eredivisie,2016-10-04,Utrecht,Nijmegen,1,1,D,3,1,H,1.5,4.0,7.0,
18761,Eredivisie,2016-04-15,Graafschap,Twente,0,1,A,1,1,D,2.63,3.5,2.5,
18762,Eredivisie,2016-04-16,AZ Alkmaar,Zwolle,2,0,H,5,1,H,1.62,4.0,5.0,
18763,Eredivisie,2016-04-16,Feyenoord,Groningen,0,1,A,1,1,D,1.33,5.0,9.0,
18764,Eredivisie,2016-04-16,Roda,PSV Eindhoven,0,1,A,0,3,A,7.5,5.0,1.36,
18765,Eredivisie,2016-04-16,Vitesse,Heracles,0,0,D,1,1,D,1.6,4.0,5.25,
18766,Eredivisie,2016-04-17,Ajax,Utrecht,0,0,D,2,2,D,1.44,4.5,6.5,
18767,Eredivisie,2016-04-17,Excelsior,Heerenveen,1,1,D,1,1,D,3.1,3.4,2.25,
18768,Eredivisie,2016-04-17,Nijmegen,Cambuur,0,0,D,2,1,H,1.55,4.2,5.5,
18769,Eredivisie,2016-04-17,Willem II,Den Haag,0,1,A,0,2,A,2.25,3.4,3.1,
18770,Eredivisie,2016-04-19,Groningen,Roda,0,0,D,1,0,H,2.1,3.6,3.25,
18771,Eredivisie,2016-04-19,PSV Eindhoven,Vitesse,1,0,H,2,0,H,1.3,5.0,10.0,
18772,Eredivisie,2016-04-20,Heerenveen,Ajax,0,0,D,0,2,A,5.5,4.2,1.55,
18773,Eredivisie,2016-04-20,Heracles,Feyenoord,1,1,D,2,2,D,4.0,3.75,1.83,
18774,Eredivisie,2016-04-20,Twente,Excelsior,0,0,D,2,0,H,1.73,4.0,4.33,
18775,Eredivisie,2016-04-20,Utrecht,Graafschap,0,1,A,0,2,A,1.45,4.33,7.0,
18776,Eredivisie,2016-04-20,Zwolle,Nijmegen,2,0,H,2,0,H,2.0,3.6,3.5,
18777,Eredivisie,2016-04-21,Cambuur,Willem II,1,1,D,1,1,D,2.6,3.4,2.6,
18778,Eredivisie,2016-04-21,Den Haag,AZ Alkmaar,1,1,D,1,2,A,3.1,3.5,2.2,
18779,Eredivisie,2016-01-05,Ajax,Twente,1,0,H,4,0,H,1.18,7.0,13.0,
18780,Eredivisie,2016-01-05,AZ Alkmaar,Graafschap,3,1,H,4,1,H,1.33,5.0,8.5,
18781,Eredivisie,2016-01-05,Excelsior,Zwolle,0,1,A,2,2,D,2.8,3.4,2.4,
18782,Eredivisie,2016-01-05,Heerenveen,Groningen,1,1,D,1,2,A,1.91,3.6,3.75,
18783,Eredivisie,2016-01-05,Heracles,Den Haag,0,0,D,1,1,D,1.95,3.6,3.6,
18784,Eredivisie,2016-01-05,Nijmegen,Roda,1,1,D,1,2,A,1.95,3.6,3.6,
18785,Eredivisie,2016-01-05,PSV Eindhoven,Cambuur,3,2,H,6,2,H,1.06,11.0,26.0,
18786,Eredivisie,2016-01-05,Vitesse,Utrecht,1,0,H,1,3,A,2.3,3.4,3.0,
18787,Eredivisie,2016-01-05,Willem II,Feyenoord,0,0,D,0,1,A,3.0,3.6,2.2,
18788,Eredivisie,2016-08-05,Cambuur,Excelsior,0,1,A,0,2,A,3.3,3.5,2.1,
18789,Eredivisie,2016-08-05,Den Haag,Heerenveen,1,0,H,1,1,D,2.0,3.6,3.5,
18790,Eredivisie,2016-08-05,Feyenoord,Nijmegen,0,0,D,1,0,H,1.45,4.5,6.5,
18791,Eredivisie,2016-08-05,Graafschap,Ajax,0,1,A,1,1,D,15.0,8.0,1.14,
18792,Eredivisie,2016-08-05,Groningen,Heracles,0,0,D,2,1,H,1.8,3.75,4.2,
18793,Eredivisie,2016-08-05,Roda,Willem II,2,1,H,2,3,A,3.1,3.4,2.25,
18794,Eredivisie,2016-08-05,Twente,Vitesse,1,1,D,2,2,D,3.5,3.4,2.05,
18795,Eredivisie,2016-08-05,Utrecht,AZ Alkmaar,0,2,A,1,3,A,2.3,3.5,2.88,
18796,Eredivisie,2016-08-05,Zwolle,PSV Eindhoven,0,2,A,1,3,A,7.0,4.75,1.4,
18797,Eredivisie,2016-05-08,Nijmegen,Zwolle,0,1,A,1,1,D,2.75,3.3,2.5,
18798,Eredivisie,2016-06-08,Den Haag,Go Ahead Eagles,1,0,H,3,0,H,1.7,3.5,5.25,
18799,Eredivisie,2016-06-08,Twente,Excelsior,0,1,A,1,2,A,1.67,3.75,5.0,
18800,Eredivisie,2016-06-08,Utrecht,PSV Eindhoven,1,0,H,1,2,A,3.6,3.75,1.91,
18801,Eredivisie,2016-06-08,Willem II,Vitesse,0,4,A,1,4,A,3.2,3.4,2.2,
18802,Eredivisie,2016-07-08,AZ Alkmaar,Heerenveen,1,1,D,2,2,D,1.7,3.6,5.0,
18803,Eredivisie,2016-07-08,Groningen,Feyenoord,0,3,A,0,5,A,3.75,3.5,1.95,
18804,Eredivisie,2016-07-08,Roda,Heracles,0,1,A,1,1,D,2.3,3.4,3.0,
18805,Eredivisie,2016-07-08,Sparta Rotterdam,Ajax,1,1,D,1,3,A,5.5,4.0,1.57,
18806,Eredivisie,2016-12-08,Heerenveen,Utrecht,1,2,A,2,2,D,2.63,3.6,2.45,
18807,Eredivisie,2016-08-13,Ajax,Roda,2,1,H,2,2,D,1.22,7.0,10.0,
18808,Eredivisie,2016-08-13,Excelsior,Groningen,1,0,H,2,0,H,2.5,3.4,2.7,
18809,Eredivisie,2016-08-13,Vitesse,Den Haag,1,1,D,1,2,A,1.7,3.75,4.75,
18810,Eredivisie,2016-08-13,Zwolle,Sparta Rotterdam,0,1,A,0,3,A,1.7,3.6,5.0,
18811,Eredivisie,2016-08-14,Feyenoord,Twente,1,0,H,2,0,H,1.22,6.5,11.0,
18812,Eredivisie,2016-08-14,Go Ahead Eagles,Nijmegen,0,1,A,2,2,D,2.2,3.4,3.2,
18813,Eredivisie,2016-08-14,Heracles,Willem II,1,0,H,3,1,H,1.8,3.6,4.33,
18814,Eredivisie,2016-08-14,PSV Eindhoven,AZ Alkmaar,0,0,D,1,0,H,1.4,4.75,7.0,
18815,Eredivisie,2016-08-19,Excelsior,Den Haag,1,1,D,1,2,A,3.25,3.4,2.15,
18816,Eredivisie,2016-08-20,Ajax,Willem II,1,2,A,1,2,A,1.25,5.5,12.0,
18817,Eredivisie,2016-08-20,Nijmegen,Heerenveen,1,1,D,2,1,H,2.63,3.4,2.55,
18818,Eredivisie,2016-08-20,Roda,Vitesse,0,1,A,0,1,A,3.2,3.5,2.15,
18819,Eredivisie,2016-08-20,Zwolle,PSV Eindhoven,0,2,A,0,4,A,6.0,4.33,1.5,
18820,Eredivisie,2016-08-21,Groningen,Twente,0,3,A,3,4,A,2.0,3.5,3.6,
18821,Eredivisie,2016-08-21,Heracles,Feyenoord,0,1,A,0,1,A,4.33,4.0,1.73,
18822,Eredivisie,2016-08-21,Sparta Rotterdam,Go Ahead Eagles,0,0,D,1,0,H,1.73,3.75,4.5,
18823,Eredivisie,2016-08-21,Utrecht,AZ Alkmaar,0,1,A,1,2,A,2.3,3.5,2.9,
18824,Eredivisie,2016-08-26,Vitesse,Utrecht,1,0,H,1,1,D,1.91,3.6,3.75,
18825,Eredivisie,2016-08-27,Feyenoord,Excelsior,1,1,D,4,1,H,1.18,6.5,15.0,
18826,Eredivisie,2016-08-27,Heerenveen,Zwolle,0,0,D,1,0,H,2.0,3.5,3.6,
18827,Eredivisie,2016-08-27,Twente,Sparta Rotterdam,2,0,H,3,1,H,1.91,3.75,3.6,
18828,Eredivisie,2016-08-27,Willem II,Roda,0,0,D,0,0,D,1.95,3.6,3.6,
18829,Eredivisie,2016-08-28,AZ Alkmaar,Nijmegen,1,0,H,2,0,H,1.33,5.25,8.0,
18830,Eredivisie,2016-08-28,Den Haag,Heracles,1,1,D,1,1,D,1.95,3.5,3.75,
18831,Eredivisie,2016-08-28,Go Ahead Eagles,Ajax,0,2,A,0,3,A,8.0,4.75,1.36,
18832,Eredivisie,2016-08-28,PSV Eindhoven,Groningen,0,0,D,0,0,D,1.18,6.5,15.0,
18833,Eredivisie,2016-10-09,AZ Alkmaar,Willem II,1,0,H,2,0,H,1.44,4.75,6.0,
18834,Eredivisie,2016-10-09,Excelsior,Heracles,3,0,H,3,1,H,3.1,3.4,2.25,
18835,Eredivisie,2016-10-09,Heerenveen,Twente,1,0,H,3,1,H,1.75,3.75,4.33,
18836,Eredivisie,2016-10-09,Nijmegen,PSV Eindhoven,0,4,A,0,4,A,8.0,5.25,1.33,
18837,Eredivisie,2016-10-09,Zwolle,Utrecht,1,0,H,1,1,D,2.6,3.4,2.6,
18838,Eredivisie,2016-11-09,Ajax,Vitesse,0,0,D,1,0,H,1.5,4.5,5.75,
18839,Eredivisie,2016-11-09,Feyenoord,Den Haag,2,0,H,3,1,H,1.36,5.25,7.0,
18840,Eredivisie,2016-11-09,Go Ahead Eagles,Roda,1,0,H,2,0,H,2.7,3.5,2.45,
18841,Eredivisie,2016-11-09,Groningen,Sparta Rotterdam,1,1,D,1,1,D,2.25,3.4,3.1,
18842,Eredivisie,2016-09-16,Utrecht,Groningen,0,2,A,1,5,A,1.57,4.0,5.5,
18843,Eredivisie,2016-09-17,Roda,Heerenveen,0,1,A,0,3,A,2.75,3.3,2.5,
18844,Eredivisie,2016-09-17,Twente,Den Haag,2,0,H,4,1,H,2.45,3.6,2.63,
18845,Eredivisie,2016-09-17,Vitesse,Go Ahead Eagles,0,0,D,2,0,H,1.36,4.75,8.0,
18846,Eredivisie,2016-09-17,Willem II,Excelsior,1,0,H,1,1,D,1.62,4.0,5.0,
18847,Eredivisie,2016-09-18,Heracles,Ajax,0,0,D,0,2,A,4.75,4.0,1.65,
18848,Eredivisie,2016-09-18,PSV Eindhoven,Feyenoord,0,0,D,0,1,A,1.7,3.75,4.75,
18849,Eredivisie,2016-09-18,Sparta Rotterdam,Nijmegen,1,0,H,2,0,H,1.85,3.8,3.8,
18850,Eredivisie,2016-09-18,Zwolle,AZ Alkmaar,0,1,A,0,2,A,3.3,3.6,2.05,
18851,Eredivisie,2016-09-24,Ajax,Zwolle,2,1,H,5,1,H,1.22,6.5,11.0,
18852,Eredivisie,2016-09-24,AZ Alkmaar,Go Ahead Eagles,1,0,H,2,2,D,1.25,6.0,10.0,
18853,Eredivisie,2016-09-24,Den Haag,Heerenveen,0,1,A,0,3,A,2.2,3.4,3.2,
18854,Eredivisie,2016-09-24,Excelsior,PSV Eindhoven,1,2,A,1,3,A,8.5,5.0,1.33,
18855,Eredivisie,2016-09-24,Groningen,Heracles,0,0,D,0,0,D,2.05,3.4,3.5,
18856,Eredivisie,2016-09-25,Feyenoord,Roda,2,0,H,5,0,H,1.2,6.0,15.0,
18857,Eredivisie,2016-09-25,Nijmegen,Willem II,0,0,D,0,0,D,2.5,3.3,2.75,
18858,Eredivisie,2016-09-25,Twente,Vitesse,1,0,H,2,1,H,3.2,3.5,2.15,
18859,Eredivisie,2016-09-25,Utrecht,Sparta Rotterdam,1,0,H,2,0,H,1.8,3.6,4.33,
18860,Eredivisie,2016-09-30,Zwolle,Den Haag,0,0,D,2,1,H,2.3,3.4,3.0,
18861,Eredivisie,2016-01-10,Go Ahead Eagles,Excelsior,2,0,H,3,0,H,2.3,3.4,3.0,
18862,Eredivisie,2016-01-10,Heerenveen,PSV Eindhoven,0,0,D,1,1,D,4.75,4.33,1.62,
18863,Eredivisie,2016-01-10,Roda,Nijmegen,0,0,D,0,1,A,2.05,3.3,3.6,
18864,Eredivisie,2016-01-10,Vitesse,Groningen,1,1,D,2,1,H,1.62,4.33,4.75,
18865,Eredivisie,2016-02-10,Ajax,Utrecht,0,1,A,3,2,H,1.33,5.0,8.5,
18866,Eredivisie,2016-02-10,Heracles,Twente,1,1,D,1,1,D,2.05,3.4,3.5,
18867,Eredivisie,2016-02-10,Sparta Rotterdam,AZ Alkmaar,1,1,D,1,1,D,3.0,3.5,2.25,
18868,Eredivisie,2016-02-10,Willem II,Feyenoord,0,1,A,0,2,A,6.0,4.33,1.5,
18869,Eredivisie,2016-10-15,AZ Alkmaar,Vitesse,0,1,A,2,2,D,1.95,3.5,3.8,
